"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"848","GO:1990604",0.845283757677161,0.632512297087825,1,2,"IRE1-TRAF2-ASK1 complex","CC"
"2","GO:0000109",0.84540234255086,0.632329402230238,1,2,"nucleotide-excision repair complex","CC"
"142","GO:0005769",0.846416338742322,0.302042385056829,8,16,"early endosome","CC"
"679","GO:0097431",0.85616722152586,0.615226737092795,1,2,"mitotic spindle pole","CC"
"73","GO:0001891",0.860581138765432,0.607913062070157,1,2,"phagocytic cup","CC"
"732","GO:0098797",0.869950537647078,0.257439459553288,9,18,"plasma membrane protein complex","CC"
"130","GO:0005743",0.875616327455328,0.213483742720914,16,32,"mitochondrial inner membrane","CC"
"398","GO:0031984",0.87570236134839,0.176777297985071,46,86,"organelle subcompartment","CC"
"226","GO:0012506",0.882060782187175,0.197648636912361,19,37,"vesicle membrane","CC"
"433","GO:0032991",0.88778635633733,0.139358214027238,198,349,"protein-containing complex","CC"
"29","GO:0000428",0.890017993295769,0.266355720453093,5,11,"DNA-directed RNA polymerase complex","CC"
"332","GO:0030880",0.890017993295769,0.266355720453093,5,11,"RNA polymerase complex","CC"
"544","GO:0043679",0.893080942651549,0.311563227983447,3,7,"axon terminus","CC"
"387","GO:0031902",0.896591824738551,0.254781277166215,5,11,"late endosome membrane","CC"
"219","GO:0009925",0.89688638485703,0.274541146802709,4,9,"basal plasma membrane","CC"
"572","GO:0045178",0.89688638485703,0.274541146802709,4,9,"basal part of cell","CC"
"665","GO:0090734",0.898321712492718,0.225479495752979,7,15,"site of DNA damage","CC"
"292","GO:0030135",0.899602348840135,0.298899763717505,3,7,"coated vesicle","CC"
"824","GO:1905368",0.899972991507172,0.346507635332373,2,5,"peptidase complex","CC"
"528","GO:0043227",0.902190505522892,0.124875081766337,478,821,"membrane-bounded organelle","CC"
"402","GO:0032040",0.904977340613904,0.335833707531062,2,5,"small-subunit processome","CC"
"657","GO:0080008",0.90843783639714,0.328292517323945,2,5,"Cul4-RING E3 ubiquitin ligase complex","CC"
"291","GO:0030134",0.908494365877054,0.328168199092747,2,5,"COPII-coated ER to Golgi transport vesicle","CC"
"676","GO:0097346",0.90889568547635,0.327284566354251,2,5,"INO80-type complex","CC"
"92","GO:0005622",0.908993532595828,0.123333052218933,547,934,"intracellular anatomical structure","CC"
"40","GO:0000786",0.910343041579513,0.324082173473132,2,5,"nucleosome","CC"
"7","GO:0000139",0.913854555520771,0.15052870713123,19,38,"Golgi membrane","CC"
"532","GO:0043231",0.924552180885826,0.0972056312503304,460,793,"intracellular membrane-bounded organelle","CC"
"27","GO:0000408",0.925287736204441,0.383420906038598,1,3,"EKC/KEOPS complex","CC"
"98","GO:0005643",0.926505197824987,0.380056777050945,1,3,"nuclear pore","CC"
"269","GO:0022626",0.92691678165739,0.378912231226491,1,3,"cytosolic ribosome","CC"
"347","GO:0031083",0.927662769856669,0.37682829768615,1,3,"BLOC-1 complex","CC"
"435","GO:0032994",0.929470346225165,0.371727270043816,1,3,"protein-lipid complex","CC"
"552","GO:0044298",0.929828043906984,0.370709034133924,1,3,"cell body membrane","CC"
"374","GO:0031463",0.931147421686814,0.36692753264076,1,3,"Cul3-RING ubiquitin ligase complex","CC"
"401","GO:0032039",0.932217788985824,0.363829475746734,1,3,"integrator complex","CC"
"262","GO:0017119",0.93230608883585,0.363572672329523,1,3,"Golgi transport complex","CC"
"280","GO:0030118",0.933347065480978,0.36053085598704,1,3,"clathrin coat","CC"
"288","GO:0030131",0.933347065480978,0.36053085598704,1,3,"clathrin adaptor complex","CC"
"319","GO:0030677",0.933593543356385,0.35980672368518,1,3,"ribonuclease P complex","CC"
"626","GO:0070603",0.938019526187823,0.18298079575317,4,10,"SWI/SNF superfamily-type complex","CC"
"819","GO:1904949",0.938019526187823,0.18298079575317,4,10,"ATPase complex","CC"
"28","GO:0000421",0.939312980227055,0.342562956468952,1,3,"autophagosome membrane","CC"
"753","GO:0099023",0.939395274204205,0.179983199669131,4,10,"vesicle tethering complex","CC"
"380","GO:0031526",0.940532970452083,0.338769783225474,1,3,"brush border membrane","CC"
"261","GO:0017053",0.940758190643078,0.338064878893638,1,3,"transcription repressor complex","CC"
"520","GO:0043197",0.946395155162694,0.183779765031888,3,8,"dendritic spine","CC"
"182","GO:0005876",0.947158345011596,0.181909194325739,3,8,"spindle microtubule","CC"
"168","GO:0005819",0.950707435233742,0.0962469111045491,16,34,"spindle","CC"
"255","GO:0016591",0.953832225952953,0.195138489143667,2,6,"RNA polymerase II, holoenzyme","CC"
"545","GO:0044232",0.954431296543239,0.193412133441479,2,6,"organelle membrane contact site","CC"
"3","GO:0000118",0.955181667899571,0.191237581789265,2,6,"histone deacetylase complex","CC"
"265","GO:0019866",0.955856527312831,0.0867766022425148,16,35,"organelle inner membrane","CC"
"279","GO:0030117",0.956828115160928,0.186417457258254,2,6,"membrane coat","CC"
"588","GO:0048475",0.956828115160928,0.186417457258254,2,6,"coated membrane","CC"
"221","GO:0010008",0.96191781532236,0.0881972221142338,10,23,"endosome membrane","CC"
"322","GO:0030684",0.97029929650824,0.113569366255395,3,9,"preribosome","CC"
"467","GO:0035267",0.971488362574802,0.192555193032347,1,4,"NuA4 histone acetyltransferase complex","CC"
"518","GO:0043189",0.971488362574802,0.192555193032347,1,4,"H4/H2A histone acetyltransferase complex","CC"
"810","GO:1902562",0.971488362574802,0.192555193032347,1,4,"H4 histone acetyltransferase complex","CC"
"141","GO:0005768",0.972928164632188,0.0518517169808322,22,47,"endosome","CC"
"557","GO:0044309",0.972996104559044,0.105729947103513,3,9,"neuron spine","CC"
"108","GO:0005669",0.973946925727621,0.18176100867329,1,4,"transcription factor TFIID complex","CC"
"454","GO:0034703",0.974135570774527,0.180915422762585,1,4,"cation channel complex","CC"
"181","GO:0005875",0.974433989853753,0.101458969675367,3,9,"microtubule associated complex","CC"
"216","GO:0009295",0.977546029479136,0.109920737346391,2,7,"nucleoid","CC"
"508","GO:0042645",0.977546029479136,0.109920737346391,2,7,"mitochondrial nucleoid","CC"
"530","GO:0043229",0.98107423777845,0.0270292267690058,491,851,"intracellular organelle","CC"
"527","GO:0043226",0.986168216881002,0.0202890727085874,500,867,"organelle","CC"
"831","GO:1990204",0.988919528039963,0.0923820642232988,1,5,"oxidoreductase complex","CC"
"157","GO:0005794",0.989035294922174,0.0200256287882685,36,76,"Golgi apparatus","CC"
"751","GO:0098982",0.989147256541137,0.0910427113834284,1,5,"GABA-ergic synapse","CC"
"281","GO:0030119",0.989336159537755,0.0899245039206132,1,5,"AP-type membrane coat adaptor complex","CC"
"595","GO:0055037",0.989955422571923,0.0568349662784359,2,8,"recycling endosome","CC"
"22","GO:0000313",0.991291534496032,0.0313228145784903,5,16,"organellar ribosome","CC"
"134","GO:0005761",0.991291534496032,0.0313228145784903,5,16,"mitochondrial ribosome","CC"
"859","GO:1990904",0.994170818944841,0.0124708654732514,23,54,"ribonucleoprotein complex","CC"
"733","GO:0098798",0.994428320537757,0.0195024738583875,6,19,"mitochondrial protein-containing complex","CC"
"560","GO:0044391",0.996361241880483,0.0161598423929653,4,15,"ribosomal subunit","CC"
"127","GO:0005739",0.996837423902324,0.0053118174944204,74,152,"mitochondrion","CC"
"728","GO:0098791",0.996904142203846,0.0102514804027744,8,24,"Golgi apparatus subcompartment","CC"
"173","GO:0005840",0.9992108159039,0.00335856181506641,6,22,"ribosome","CC"
"162","GO:0005802",0.999586417090629,0.00274335415479647,3,15,"trans-Golgi network","CC"
"24","GO:0000315",0.999811514141565,0.00277283102089812,1,10,"organellar large ribosomal subunit","CC"
"135","GO:0005762",0.999811514141565,0.00277283102089812,1,10,"mitochondrial large ribosomal subunit","CC"
"235","GO:0015934",0.999811514141565,0.00277283102089812,1,10,"large ribosomal subunit","CC"
"133","GO:0005759",0.999904593983242,0.000309992922126829,15,46,"mitochondrial matrix","CC"
"169","GO:0005826",0.999999999998696,0.408454691499328,0,1,"actomyosin contractile ring","CC"
"30","GO:0000439",0.999999999998849,0.415120449810001,0,1,"transcription factor TFIIH core complex","CC"
"109","GO:0005675",0.999999999998849,0.415120449810001,0,1,"transcription factor TFIIH holo complex","CC"
"428","GO:0032806",0.999999999998849,0.415120449810001,0,1,"carboxy-terminal domain protein kinase complex","CC"
"252","GO:0016533",0.999999999998866,0.423803896999737,0,1,"protein kinase 5 complex","CC"
"486","GO:0036128",0.999999999998915,0.414201943434877,0,1,"CatSper complex","CC"
"539","GO:0043527",0.99999999999898,0.427958247693172,0,1,"tRNA methyltransferase complex","CC"
"515","GO:0043020",0.999999999999019,0.356189149693278,0,1,"NADPH oxidase complex","CC"
"725","GO:0098690",0.999999999999046,0.394328803117295,0,1,"glycinergic synapse","CC"
"705","GO:0098548",0.999999999999048,0.410548100887253,0,1,"cytoplasmic side of Golgi membrane","CC"
"375","GO:0031464",0.999999999999059,0.400766325652871,0,1,"Cul4A-RING E3 ubiquitin ligase complex","CC"
"788","GO:0140225",0.999999999999061,0.3924343316533,0,1,"DNA topoisomerase III-beta-TDRD3 complex","CC"
"658","GO:0089701",0.999999999999065,0.4048338624189,0,1,"U2AF complex","CC"
"556","GO:0044308",0.999999999999068,0.402040564346962,0,1,"axonal spine","CC"
"509","GO:0042720",0.999999999999127,0.435479737465248,0,1,"mitochondrial inner membrane peptidase complex","CC"
"75","GO:0002096",0.999999999999129,0.41712344513814,0,1,"polkadots","CC"
"197","GO:0005921",0.999999999999139,0.416032126251775,0,1,"gap junction","CC"
"205","GO:0005965",0.999999999999159,0.39882421687227,0,1,"protein farnesyltransferase complex","CC"
"417","GO:0032476",0.999999999999159,0.39882421687227,0,1,"polyprenyl diphosphate synthase complex","CC"
"326","GO:0030689",0.999999999999163,0.413355888601062,0,1,"Noc complex","CC"
"327","GO:0030692",0.999999999999163,0.413355888601062,0,1,"Noc4p-Nop14p complex","CC"
"264","GO:0019185",0.999999999999192,0.414096092338582,0,1,"snRNA-activating protein complex","CC"
"178","GO:0005869",0.999999999999204,0.427593802518614,0,1,"dynactin complex","CC"
"476","GO:0035838",0.999999999999242,0.416023265428433,0,1,"growing cell tip","CC"
"383","GO:0031616",0.999999999999257,0.412986280810406,0,1,"spindle pole centrosome","CC"
"215","GO:0008623",0.999999999999283,0.429876694085062,0,1,"CHRAC","CC"
"426","GO:0032777",0.999999999999297,0.406198756503225,0,1,"piccolo histone acetyltransferase complex","CC"
"257","GO:0016600",0.999999999999348,0.396097279070267,0,1,"flotillin complex","CC"
"579","GO:0045254",0.999999999999383,0.41632463909825,0,1,"pyruvate dehydrogenase complex","CC"
"331","GO:0030870",0.999999999999384,0.416182789065454,0,1,"Mre11 complex","CC"
"506","GO:0042622",0.999999999999405,0.372976244538283,0,1,"photoreceptor outer segment membrane","CC"
"492","GO:0042272",0.999999999999411,0.429583804247647,0,1,"nuclear RNA export factor complex","CC"
"562","GO:0044613",0.999999999999411,0.429583804247647,0,1,"nuclear pore central transport channel","CC"
"174","GO:0005849",0.999999999999419,0.412476410548172,0,1,"mRNA cleavage factor complex","CC"
"628","GO:0070695",0.99999999999943,0.386500031166214,0,1,"FHF complex","CC"
"621","GO:0070443",0.999999999999435,0.398128019658334,0,1,"Mad-Max complex","CC"
"228","GO:0012510",0.999999999999437,0.394631413573288,0,1,"trans-Golgi network transport vesicle membrane","CC"
"295","GO:0030140",0.999999999999437,0.394631413573288,0,1,"trans-Golgi network transport vesicle","CC"
"311","GO:0030660",0.999999999999437,0.394631413573288,0,1,"Golgi-associated vesicle membrane","CC"
"703","GO:0098539",0.999999999999437,0.394631413573288,0,1,"cytoplasmic side of transport vesicle membrane","CC"
"704","GO:0098541",0.999999999999437,0.394631413573288,0,1,"cytoplasmic side of trans-Golgi network transport vesicle membrane","CC"
"223","GO:0010369",0.999999999999444,0.398679784318728,0,1,"chromocenter","CC"
"176","GO:0005858",0.999999999999448,0.412098807418142,0,1,"axonemal dynein complex","CC"
"298","GO:0030286",0.999999999999448,0.412098807418142,0,1,"dynein complex","CC"
"404","GO:0032133",0.999999999999448,0.412098807418142,0,1,"chromosome passenger complex","CC"
"502","GO:0042583",0.999999999999448,0.412098807418142,0,1,"chromaffin granule","CC"
"503","GO:0042584",0.999999999999448,0.412098807418142,0,1,"chromaffin granule membrane","CC"
"559","GO:0044326",0.999999999999448,0.412098807418142,0,1,"dendritic spine neck","CC"
"561","GO:0044599",0.999999999999448,0.412098807418142,0,1,"AP-5 adaptor complex","CC"
"750","GO:0098981",0.999999999999448,0.412098807418142,0,1,"cholinergic synapse","CC"
"849","GO:1990635",0.999999999999448,0.412098807418142,0,1,"proximal dendrite","CC"
"851","GO:1990713",0.999999999999448,0.412098807418142,0,1,"survivin complex","CC"
"715","GO:0098637",0.999999999999448,0.440010995213361,0,1,"protein complex involved in cell-matrix adhesion","CC"
"667","GO:0097057",0.999999999999458,0.415872660239947,0,1,"TRAF2-GSTP1 complex","CC"
"577","GO:0045251",0.99999999999949,0.429785144539838,0,1,"electron transfer flavoprotein complex","CC"
"802","GO:0170014",0.999999999999495,0.398314686063401,0,1,"ankyrin-1 complex","CC"
"96","GO:0005640",0.999999999999502,0.421643096566504,0,1,"nuclear outer membrane","CC"
"437","GO:0033106",0.999999999999502,0.421643096566504,0,1,"cis-Golgi network membrane","CC"
"629","GO:0070761",0.999999999999502,0.421643096566504,0,1,"pre-snoRNP complex","CC"
"674","GO:0097255",0.999999999999502,0.421643096566504,0,1,"R2TP complex","CC"
"829","GO:1990062",0.999999999999502,0.421643096566504,0,1,"RPAP3/R2TP/prefoldin-like complex","CC"
"254","GO:0016589",0.999999999999504,0.431298211220486,0,1,"NURF complex","CC"
"69","GO:0001739",0.999999999999519,0.414325470450445,0,1,"sex chromatin","CC"
"468","GO:0035363",0.999999999999523,0.390732032051169,0,1,"histone locus body","CC"
"377","GO:0031501",0.999999999999528,0.380541221036662,0,1,"mannosyltransferase complex","CC"
"845","GO:1990529",0.999999999999528,0.380541221036662,0,1,"glycosylphosphatidylinositol-mannosyltransferase I complex","CC"
"6","GO:0000138",0.999999999999531,0.172939901255757,0,2,"Golgi trans cisterna","CC"
"159","GO:0005797",0.999999999999531,0.172939901255757,0,2,"Golgi medial cisterna","CC"
"803","GO:0170027",0.999999999999537,0.418868366729705,0,1,"SKA complex","CC"
"11","GO:0000153",0.99999999999954,0.421849694657502,0,1,"cytoplasmic ubiquitin ligase complex","CC"
"53","GO:0000835",0.99999999999954,0.421849694657502,0,1,"ER ubiquitin ligase complex","CC"
"54","GO:0000836",0.99999999999954,0.421849694657502,0,1,"Hrd1p ubiquitin ligase complex","CC"
"598","GO:0060077",0.999999999999546,0.15920539378895,0,2,"inhibitory synapse","CC"
"19","GO:0000235",0.999999999999563,0.412248051281695,0,1,"astral microtubule","CC"
"167","GO:0005818",0.999999999999563,0.412248051281695,0,1,"aster","CC"
"469","GO:0035371",0.999999999999563,0.412248051281695,0,1,"microtubule plus-end","CC"
"601","GO:0061673",0.999999999999563,0.412248051281695,0,1,"mitotic spindle astral microtubule","CC"
"827","GO:1905721",0.999999999999563,0.412248051281695,0,1,"mitotic spindle astral microtubule end","CC"
"855","GO:1990752",0.999999999999563,0.412248051281695,0,1,"microtubule end","CC"
"787","GO:0140007",0.999999999999567,0.41393736621482,0,1,"KICSTOR complex","CC"
"739","GO:0098843",0.999999999999571,0.41325025279715,0,1,"postsynaptic endocytic zone","CC"
"363","GO:0031313",0.999999999999574,0.41965417117764,0,1,"extrinsic component of endosome membrane","CC"
"664","GO:0090651",0.999999999999574,0.41965417117764,0,1,"apical cytoplasm","CC"
"853","GO:1990742",0.999999999999584,0.407550834399572,0,1,"microvesicle","CC"
"179","GO:0005871",0.999999999999599,0.374985240231842,0,1,"kinesin complex","CC"
"575","GO:0045239",0.999999999999603,0.17388260327593,0,2,"tricarboxylic acid cycle heteromeric enzyme complex","CC"
"578","GO:0045252",0.999999999999603,0.17388260327593,0,2,"oxoglutarate dehydrogenase complex","CC"
"585","GO:0046696",0.999999999999607,0.386343557028901,0,1,"lipopolysaccharide receptor complex","CC"
"618","GO:0070274",0.999999999999631,0.4061295387909,0,1,"RES complex","CC"
"51","GO:0000812",0.999999999999634,0.168996326615952,0,2,"Swr1 complex","CC"
"320","GO:0030678",0.999999999999642,0.172328552417499,0,2,"mitochondrial ribonuclease P complex","CC"
"37","GO:0000782",0.999999999999651,0.408559110300751,0,1,"telomere cap complex","CC"
"38","GO:0000783",0.999999999999651,0.408559110300751,0,1,"nuclear telomere cap complex","CC"
"617","GO:0070187",0.999999999999651,0.408559110300751,0,1,"shelterin complex","CC"
"791","GO:0140445",0.999999999999651,0.408559110300751,0,1,"chromosome, telomeric repeat region","CC"
"340","GO:0031010",0.999999999999666,0.185176726755731,0,2,"ISWI-type complex","CC"
"470","GO:0035631",0.99999999999967,0.164821660889146,0,2,"CD40 receptor complex","CC"
"52","GO:0000815",0.999999999999674,0.416750478777698,0,1,"ESCRT III complex","CC"
"144","GO:0005771",0.999999999999674,0.416750478777698,0,1,"multivesicular body","CC"
"170","GO:0005828",0.999999999999674,0.416750478777698,0,1,"kinetochore microtubule","CC"
"420","GO:0032585",0.999999999999674,0.416750478777698,0,1,"multivesicular body membrane","CC"
"488","GO:0036452",0.999999999999674,0.416750478777698,0,1,"ESCRT complex","CC"
"564","GO:0044753",0.999999999999674,0.416750478777698,0,1,"amphisome","CC"
"818","GO:1904930",0.999999999999674,0.416750478777698,0,1,"amphisome membrane","CC"
"284","GO:0030124",0.999999999999678,0.163655341401181,0,2,"AP-4 adaptor complex","CC"
"370","GO:0031428",0.99999999999971,0.416768231529428,0,1,"box C/D methylation guide snoRNP complex","CC"
"804","GO:0170049",0.99999999999971,0.416768231529428,0,1,"box C/D RNP complex","CC"
"12","GO:0000159",0.999999999999712,0.405766336940792,0,1,"protein phosphatase type 2A complex","CC"
"210","GO:0008287",0.999999999999712,0.405766336940792,0,1,"protein serine/threonine phosphatase complex","CC"
"471","GO:0035658",0.999999999999712,0.405766336940792,0,1,"Mon1-Ccz1 complex","CC"
"813","GO:1903293",0.999999999999712,0.405766336940792,0,1,"phosphatase complex","CC"
"438","GO:0033116",0.99999999999972,0.173590012743904,0,2,"endoplasmic reticulum-Golgi intermediate compartment membrane","CC"
"633","GO:0070938",0.999999999999726,0.166244854057492,0,2,"contractile ring","CC"
"189","GO:0005891",0.999999999999742,0.158177908127327,0,2,"voltage-gated calcium channel complex","CC"
"455","GO:0034704",0.999999999999742,0.158177908127327,0,2,"calcium channel complex","CC"
"720","GO:0098684",0.999999999999772,0.382411316063271,0,1,"photoreceptor ribbon synapse","CC"
"841","GO:1990454",0.999999999999772,0.382411316063271,0,1,"L-type voltage-gated calcium channel complex","CC"
"801","GO:0160157",0.999999999999774,0.422488093196349,0,1,"branched-chain alpha-ketoacid dehydrogenase complex","CC"
"59","GO:0000938",0.999999999999785,0.17325731423224,0,2,"GARP complex","CC"
"854","GO:1990745",0.999999999999785,0.17325731423224,0,2,"EARP complex","CC"
"662","GO:0090571",0.99999999999979,0.156609183484972,0,2,"RNA polymerase II transcription repressor complex","CC"
"592","GO:0051233",0.999999999999816,0.169664337952808,0,2,"spindle midzone","CC"
"422","GO:0032588",0.999999999999821,0.174264843018575,0,2,"trans-Golgi network membrane","CC"
"110","GO:0005677",0.999999999999825,0.407776612946761,0,1,"chromatin silencing complex","CC"
"443","GO:0033553",0.999999999999825,0.407776612946761,0,1,"rDNA heterochromatin","CC"
"605","GO:0061773",0.999999999999825,0.407776612946761,0,1,"eNoSc complex","CC"
"429","GO:0032809",0.999999999999837,0.163924805033669,0,2,"neuronal cell body membrane","CC"
"820","GO:1905286",0.999999999999844,0.191385519115289,0,2,"serine-type peptidase complex","CC"
"825","GO:1905369",0.999999999999844,0.191385519115289,0,2,"endopeptidase complex","CC"
"826","GO:1905370",0.999999999999844,0.191385519115289,0,2,"serine-type endopeptidase complex","CC"
"790","GO:0140284",0.999999999999859,0.0746103106050676,0,3,"endoplasmic reticulum-endosome membrane contact site","CC"
"576","GO:0045240",0.999999999999863,0.072204663080119,0,3,"alpha-ketoacid dehydrogenase complex","CC"
"270","GO:0030008",0.999999999999868,0.16609898650355,0,2,"TRAPP complex","CC"
"683","GO:0097470",0.999999999999868,0.150581677502525,0,2,"ribbon synapse","CC"
"84","GO:0002947",0.999999999999889,0.180100079697471,0,2,"tumor necrosis factor receptor superfamily complex","CC"
"614","GO:0070062",0.99999999999989,0.0644813570081149,0,3,"extracellular exosome","CC"
"323","GO:0030686",0.999999999999922,0.0667044248935038,0,3,"90S preribosome","CC"
"596","GO:0055038",0.999999999999936,0.0698763214964016,0,3,"recycling endosome membrane","CC"
"95","GO:0005637",0.999999999999952,0.0729744392969412,0,3,"nuclear inner membrane","CC"
"325","GO:0030688",0.999999999999956,0.167161676048221,0,2,"preribosome, small subunit precursor","CC"
"531","GO:0043230",0.999999999999973,0.0261732495528889,0,4,"extracellular organelle","CC"
"599","GO:0060170",0.999999999999973,0.0221304013834004,0,4,"ciliary membrane","CC"
"611","GO:0065010",0.999999999999973,0.0261732495528889,0,4,"extracellular membrane-bounded organelle","CC"
"816","GO:1903561",0.999999999999973,0.0261732495528889,0,4,"extracellular vesicle","CC"
"147","GO:0005775",1.0000000000001,0.164662428343032,0,2,"vacuolar lumen","CC"
"522","GO:0043202",1.0000000000001,0.164662428343032,0,2,"lysosomal lumen","CC"
