,GeneID,Length,EntrezGene,Symbol,RefSeq,logFC,logCPM,PValue
ENSRNOG00000025997,ENSRNOG00000025997.3,3574,311903,Mrrf,NM_001008354,-0.340832352220016,4.66679596480564,1.76312448652026e-06
ENSRNOG00000007415,ENSRNOG00000007415.5,2803,24693,Ptgs1,NM_017043,-4.00091290912665,0.425181125378674,7.7475802463983e-34
ENSRNOG00000007816,ENSRNOG00000007816.2,1329,NA,NA,NA,2.2273732831057,2.11735835271844,1.0337834725151e-38
ENSRNOG00000047915,ENSRNOG00000047915.1,402,NA,NA,NA,-1.42929728403136,2.46130686833016,8.65815775077433e-21
ENSRNOG00000059243,ENSRNOG00000059243.1,3140,NA,NA,NA,0.352504260011038,4.89771253026399,3.94617036899049e-08
ENSRNOG00000046568,ENSRNOG00000046568.1,375,NA,NA,NA,-0.413750812589157,1.76542586249509,0.0173641521364172
ENSRNOG00000008484,ENSRNOG00000008484.5,2864,64013,Pdcl,NM_022247,0.210203323920874,5.31543657427846,0.000514834355152778
ENSRNOG00000009196,ENSRNOG00000009196.7,4134,311909,Rc3h2,NM_001107839,0.344035631178611,5.40780123193252,9.6036271780469e-07
ENSRNOG00000009340,ENSRNOG00000009340.5,2409,366029,Zbtb6,NM_001108953,-0.0149362226510573,4.41202987737282,0.856886617119219
ENSRNOG00000009346,ENSRNOG00000009346.5,2219,311910,Zbtb26,NM_001107840,0.170937910423311,2.75790380278015,0.151759210341186
ENSRNOG00000009402,ENSRNOG00000009402.6,5015,311911,Rabgap1,NM_001107841,-0.114931945580927,6.8066678430842,0.0488100856947187
ENSRNOG00000042269,ENSRNOG00000042269.1,2335,689917,Gpr21,NM_001396821,0.214469255295201,-1.00584871189354,0.686394672172503
ENSRNOG00000010150,ENSRNOG00000010150.7,3269,84476,Strbp,NM_001429552,-0.217066523531459,5.6008389979579,0.00246469065209718
ENSRNOG00000030143,ENSRNOG00000030143.4,492,366030,Rps16l1,XM_039106057,0.353971408046901,-0.0351714227118462,0.218096023175278
ENSRNOG00000010526,ENSRNOG00000010526.7,7321,311913,Dennd1a,NM_001191747,-0.199022337959426,5.21510112455729,0.00933207933310677
ENSRNOG00000010551,ENSRNOG00000010551.8,1903,296706,Lhx2,NM_001106571,0.49549701728805,3.96679755823162,3.0691049552357e-09
ENSRNOG00000010897,ENSRNOG00000010897.6,2360,360161,Nek6,NM_001277232,0.792819826992118,6.49045425701152,5.37401375713071e-48
ENSRNOG00000011732,ENSRNOG00000011732.7,1696,85492,Psmb7,NM_053532,-0.278545872461622,6.79006915519782,2.0284009484204e-06
ENSRNOG00000029627,ENSRNOG00000029627.5,503,NA,NA,NA,-0.123833409830767,6.39519676267099,0.182445703738371
ENSRNOG00000013232,ENSRNOG00000013232.8,1317,362125,Nr6a1,NM_001100861,0.381940130737832,-0.434577253068999,0.269907300399717
ENSRNOG00000014034,ENSRNOG00000014034.7,5887,296708,Olfml2a,NM_001106572,0.830175746772257,5.23808004017738,1.0008562908742e-33
ENSRNOG00000014272,ENSRNOG00000014272.6,446,296709,Rpl35,NM_212511,-0.369436764128279,10.30218477723,4.29680463162197e-08
ENSRNOG00000014317,ENSRNOG00000014317.7,1264,296710,Arpc5l,NM_001037767,-0.0647317596624166,5.68797691525407,0.277320494659392
ENSRNOG00000014493,ENSRNOG00000014493.6,4487,311919,Golga1,NM_001107842,-0.0168927930865341,4.72409348352608,0.826210606927926
ENSRNOG00000025278,ENSRNOG00000025278.7,2095,690538,Scai,NM_001399633,0.613516827182281,3.18932371465875,1.34545650115607e-07
ENSRNOG00000015145,ENSRNOG00000015145.4,1838,171121,Ppp6c,NM_133589,0.129628266248876,5.18283805692054,0.0279154026745204
ENSRNOG00000015854,ENSRNOG00000015854.7,1240,NA,NA,NA,-0.170241529385221,-0.107201061444852,0.576231891083287
ENSRNOG00000028690,ENSRNOG00000028690.3,461,100362366,LOC100362366,XM_039106247,-0.363574619641314,7.78132520871348,0.000269393782536206
ENSRNOG00000031038,ENSRNOG00000031038.4,2247,362129,Gtdc1,NM_001024274,0.0595099710120346,2.80550224386871,0.612355407484953
ENSRNOG00000039025,ENSRNOG00000039025.2,396,NA,NA,NA,-0.565163212772839,2.79404589984833,0.00080590198081696
ENSRNOG00000004677,ENSRNOG00000004677.5,4352,311071,Zeb2,NM_001033701,-0.157754043264901,5.95984261093634,0.0204774727452477
ENSRNOG00000033278,ENSRNOG00000033278.3,294,NA,NA,NA,0.284776045060458,0.960759122640225,0.409865337508783
ENSRNOG00000005334,ENSRNOG00000005334.8,4493,29263,Acvr2a,NM_031571,0.110600695702172,4.91819229057426,0.131908399348519
ENSRNOG00000005021,ENSRNOG00000005021.5,1645,295596,Orc4,NM_001429833,0.480161186043186,5.07457526081606,1.08528076186996e-10
ENSRNOG00000027596,ENSRNOG00000027596.7,6004,NA,NA,NA,-0.181061002034703,4.65397887524779,0.0074541547225217
ENSRNOG00000029447,ENSRNOG00000029447.3,3686,362132,Epc2,NM_001108581,0.0131598407565255,5.51176707650628,0.830583280997544
ENSRNOG00000004680,ENSRNOG00000004680.7,6593,311024,Kif5c,NM_001107730,0.825783155637722,5.36327309493995,4.38529628222329e-41
ENSRNOG00000004614,ENSRNOG00000004614.4,2326,362133,Lypd6b,NM_001134580,2.78694688126854,-0.262820123381035,3.89754806280998e-22
ENSRNOG00000027533,ENSRNOG00000027533.2,756,311934,Ns5atp4-ps3,NM_207607,0.494635455856113,-0.617256880351497,0.241233300553411
ENSRNOG00000005951,ENSRNOG00000005951.5,825,NA,NA,NA,-0.174533841177495,4.55473437269985,0.0661526468822501
ENSRNOG00000004740,ENSRNOG00000004740.7,1409,362134,Mmadhc,NM_001004280,0.0435017269972083,5.34621024170965,0.492521044973342
ENSRNOG00000052827,ENSRNOG00000052827.1,648,NA,NA,NA,-0.147983943050346,-1.03735039411231,0.761056363350393
ENSRNOG00000004624,ENSRNOG00000004624.6,2820,295588,Rnd3,NM_001007641,0.703102470620974,9.55105390004879,8.43405010590014e-27
ENSRNOG00000004673,ENSRNOG00000004673.7,1895,NA,NA,NA,0.142403962326759,4.63391866863986,0.0376670866167428
ENSRNOG00000027502,ENSRNOG00000027502.4,758,311021,Nmi,NM_001034148,0.194171763091819,3.17918932765097,0.0442554012746973
ENSRNOG00000050792,ENSRNOG00000050792.2,1363,84397,Tnfaip6,NM_053382,1.874786919141,5.14799782472077,1.97330234286911e-145
ENSRNOG00000054901,ENSRNOG00000054901.1,7251,295602,Rif1,NM_001427744,0.756162161815744,6.35167721637429,2.94554835366353e-23
ENSRNOG00000006783,ENSRNOG00000006783.8,20858,311029,Neb,NM_001107731,1.88394261687631,1.66331977449671,1.37424421338417e-28
ENSRNOG00000006839,ENSRNOG00000006839.3,2843,117050,Arl5a,NM_053979,-0.0111736862559816,6.19353801481931,0.844590601620594
ENSRNOG00000007666,ENSRNOG00000007666.6,3781,58942,Cacnb4,NM_001105733,2.89528771508048,1.22296028455392,9.02724905872141e-60
ENSRNOG00000027447,ENSRNOG00000027447.6,1883,311030,Stam2,NM_001012085,0.651258244726565,5.55183387257791,1.88014292318909e-21
ENSRNOG00000055567,ENSRNOG00000055567.1,3319,499797,Fmnl2,XM_008761822,0.0445993478811653,3.95893842234095,0.635700950006682
ENSRNOG00000004864,ENSRNOG00000004864.5,3564,295607,Prpf40a,NM_001106480,0.0700614080623114,7.66083217455247,0.410800528635795
ENSRNOG00000005074,ENSRNOG00000005074.6,1712,499798,Arl6ip6,NM_001024310,0.366931346269513,5.09107817751176,5.76571988790721e-07
ENSRNOG00000005600,ENSRNOG00000005600.7,3375,54278,Nr4a2,NM_019328,-0.457455478743522,2.14786039659646,0.000350623760817697
ENSRNOG00000033824,ENSRNOG00000033824.4,3581,25062,Gpd2,NM_012736,-0.0812762023239845,2.93203768194555,0.495698231853487
ENSRNOG00000005033,ENSRNOG00000005033.6,3060,79558,Acvr1,NM_001431445,-0.0845354027683477,5.97906354655791,0.130758872241094
ENSRNOG00000060332,ENSRNOG00000060332.1,295,NA,NA,NA,2.33769121481338,1.78213493418661,1.54654388162679e-16
ENSRNOG00000005504,ENSRNOG00000005504.8,4416,295625,Pkp4,NM_001106482,0.382431829199505,5.05142027582376,5.94203827237117e-07
ENSRNOG00000025394,ENSRNOG00000025394.6,7459,311055,Tanc1,NM_001002854,0.511343013534283,7.46158929238254,1.81263798422696e-23
ENSRNOG00000005990,ENSRNOG00000005990.7,2024,362137,Wdsub1,NM_001014179,-0.273081684310451,2.88569036613488,0.014397527300029
ENSRNOG00000056984,ENSRNOG00000056984.1,7844,317627,Baz2b,NM_001108260,0.110187288620579,5.93757651207179,0.0725892146379385
ENSRNOG00000031951,ENSRNOG00000031951.1,1755,NA,NA,NA,0.313360456051589,-0.403661220228707,0.314336163800641
ENSRNOG00000006241,ENSRNOG00000006241.7,2635,311059,Marchf7,NM_001012087,0.845091059378022,5.92217053244117,3.4668561828004e-54
ENSRNOG00000007012,ENSRNOG00000007012.7,5494,499800,Ly75,NM_001427146,2.38149385848187,-0.91672951367062,3.18343408582183e-06
ENSRNOG00000008129,ENSRNOG00000008129.7,6382,295631,Pla2r1,NM_001100837,-0.175734504927927,2.67620851749897,0.142368655680427
ENSRNOG00000008346,ENSRNOG00000008346.6,4674,311061,Itgb6,NM_001004263,1.15460668276691,0.429045199805868,5.38090694412459e-06
ENSRNOG00000008482,ENSRNOG00000008482.7,2193,362138,Rbms1,NM_001012184,0.435250449910532,6.24629106276952,6.99547261933206e-06
ENSRNOG00000008859,ENSRNOG00000008859.7,2186,252961,Tank,NM_001164073,0.96487387756638,6.52473517183021,8.86367437572043e-46
ENSRNOG00000061129,ENSRNOG00000061129.1,1584,311078,Psmd14,NM_001025689,-0.433113652042429,6.54649990021121,1.58134845457392e-11
ENSRNOG00000005307,ENSRNOG00000005307.8,5854,295645,Slc4a10,NM_001429835,0.00719816075146729,0.528886343280371,1
ENSRNOG00000006227,ENSRNOG00000006227.5,3897,499801,Ifih1,NM_001109199,-0.150731626989177,2.35413740368766,0.240929765154628
ENSRNOG00000004679,ENSRNOG00000004679.6,3380,295649,Fign,NM_001106484,0.054504875413289,1.8003983120718,0.754750173131311
ENSRNOG00000054733,ENSRNOG00000054733.1,1756,NA,NA,NA,0.156901399423184,0.389759959844743,0.562125734754329
ENSRNOG00000052498,ENSRNOG00000052498.1,1617,58844,Grb14,NM_031623,0.742532293695326,7.32769934774884,2.25718876572133e-48
ENSRNOG00000005007,ENSRNOG00000005007.7,6823,497770,Scn3a,NM_013119,-0.519405459163966,-0.985574360187164,0.21981899268505
ENSRNOG00000005018,ENSRNOG00000005018.7,8808,24766,Scn2a,NM_012647,-0.358963880606683,2.91623130170365,0.00328197769039241
ENSRNOG00000005868,ENSRNOG00000005868.7,3948,295654,Ttc21b,NM_001191737,0.294723733086678,4.53123186412775,0.000163887825432065
ENSRNOG00000053122,ENSRNOG00000053122.1,11887,81574,Scn1a,NM_030875,-0.0357360340374872,-0.877372573733278,1
ENSRNOG00000007605,ENSRNOG00000007605.3,729,499803,Rps3l1,XM_039106339,-0.0258242412013172,4.69198801812071,0.791831487708354
ENSRNOG00000007625,ENSRNOG00000007625.4,2670,366064,B3galt1,NM_001108954,0.666401659594563,-0.394265478003154,0.0453830637673815
ENSRNOG00000024808,ENSRNOG00000024808.5,3824,54348,Stk39,NM_019362,0.270710417558965,4.52622092389085,0.000145722683016607
ENSRNOG00000058327,ENSRNOG00000058327.1,858,NA,NA,NA,-0.571518441215558,3.62022022136235,4.60252158205323e-06
ENSRNOG00000024595,ENSRNOG00000024595.6,2004,366065,Cers6,NM_001399362,-0.551764150453484,4.35461890792686,1.04709281559251e-10
ENSRNOG00000006611,ENSRNOG00000006611.7,1763,311111,Nostrin,NM_001024260,-1.50565400314782,2.17296154944427,3.39138988069143e-25
ENSRNOG00000006731,ENSRNOG00000006731.5,1253,295661,Spc25,NM_001009654,0.379536853388089,5.62642392516788,1.55009946251321e-05
ENSRNOG00000058568,ENSRNOG00000058568.1,4111,NA,NA,NA,-0.370275124657968,4.53519321305737,8.88982420296016e-06
ENSRNOG00000007127,ENSRNOG00000007127.6,1368,362142,Bbs5,NM_001108583,0.0644611655820376,3.37928331434226,0.563717470091185
ENSRNOG00000007461,ENSRNOG00000007461.3,2291,117537,Klhl41,NM_057191,0.838304983076624,2.91449291833676,1.73029947098545e-18
ENSRNOG00000024335,ENSRNOG00000024335.5,3555,311112,Fastkd1,NM_001191738,0.189057957126188,3.00493898131269,0.0425770994874619
ENSRNOG00000007673,ENSRNOG00000007673.6,4221,83624,Ppig,NM_001431479,0.16373312945568,7.40516143492272,0.035005962251342
ENSRNOG00000052954,ENSRNOG00000052954.1,1832,311113,Cfap210,NM_001127486,-0.0725921567221286,-0.264086977896579,0.87064539588263
ENSRNOG00000007979,ENSRNOG00000007979.4,2104,295663,Phospho2,NM_001007642,-0.314171947259394,4.45940720434754,5.77913355650077e-06
ENSRNOG00000007981,ENSRNOG00000007981.6,5304,311114,Klhl23,NM_001134504,0.109279737354358,4.75331539356448,0.0985674576132201
ENSRNOG00000007998,ENSRNOG00000007998.5,1640,81783,Ssb,NM_031119,-0.0853067231853433,8.07624249460815,0.17679396500339
ENSRNOG00000008469,ENSRNOG00000008469.5,1081,502632,Mettl5,NM_001114181,-0.154155565707701,3.57633495842012,0.0854701547371812
ENSRNOG00000008616,ENSRNOG00000008616.8,5670,311115,Ubr3,NM_001134550,-0.200467314342764,6.41034141439541,0.00493791321400639
ENSRNOG00000055853,ENSRNOG00000055853.1,2148,NA,NA,NA,-0.271987839827458,6.58440117019822,1.54271002353471e-07
ENSRNOG00000060572,ENSRNOG00000060572.1,4130,NA,NA,NA,0.0308533273966523,7.03779114317987,0.626705470267545
ENSRNOG00000023181,ENSRNOG00000023181.2,615,311120,Rpl15l2,XM_230013,-0.217799155042078,1.23732329195626,0.329846218767583
ENSRNOG00000009382,ENSRNOG00000009382.9,3181,502633,Mettl8,NM_001399513,-0.076664408198605,1.60043660130037,0.681626296037078
ENSRNOG00000023386,ENSRNOG00000023386.4,1398,113961,Gorasp2,NM_001007720,-0.21639419989889,4.81897067251265,0.00925474559780426
ENSRNOG00000009300,ENSRNOG00000009300.8,4064,311118,Tlk1,NM_001107734,-0.00552018976617826,6.9128448748544,0.93407892979232
ENSRNOG00000009403,ENSRNOG00000009403.7,2008,499807,Dcaf17,NM_001177688,0.0154729406485541,3.30618576394509,0.890061875830105
ENSRNOG00000009620,ENSRNOG00000009620.6,3905,295669,Cybrd1,NM_001011954,-1.07682957988076,5.25748025318254,2.35138751549095e-33
ENSRNOG00000009781,ENSRNOG00000009781.8,2821,116659,Dync1i2,NM_001270624,-0.0981506767379482,7.543791360397,0.050868284516575
ENSRNOG00000022922,ENSRNOG00000022922.6,1998,362145,Slc25a12,NM_001399269,-0.627593294698954,4.58328272452702,1.50660937143195e-14
ENSRNOG00000048003,ENSRNOG00000048003.1,483,NA,NA,NA,-0.269045157265001,4.13609617929538,0.0819846679111967
ENSRNOG00000001524,ENSRNOG00000001524.7,1638,296501,Hat1,NM_001009657,0.135972867766169,5.71574372517836,0.0654971957794909
ENSRNOG00000061587,ENSRNOG00000061587.1,3214,311748,Metap1d,NM_001107812,0.478138542019022,2.61931355887273,0.00013172072977471
ENSRNOG00000001520,ENSRNOG00000001520.4,2757,296500,Dlx1,NM_001100531,-0.723276399140828,2.70260539675586,1.18373312400328e-10
ENSRNOG00000001519,ENSRNOG00000001519.5,999,296499,Dlx2,NM_001191746,-0.62096261832037,-0.234537464834241,0.0437700007021625
ENSRNOG00000051686,ENSRNOG00000051686.1,566,NA,NA,NA,0.277923585413261,2.50179822237975,0.0355983876354617
ENSRNOG00000001518,ENSRNOG00000001518.7,5964,114517,Itga6,NM_053725,1.74581940448902,6.13396006223929,4.72333001298504e-178
ENSRNOG00000001517,ENSRNOG00000001517.6,1579,116551,Pdk1,NM_053826,-0.173399329640027,4.08803040758309,0.0445596359370712
ENSRNOG00000001516,ENSRNOG00000001516.7,3033,252857,Rapgef4,NM_001100642,-0.322714249110605,2.28980682014727,0.0243789457353947
ENSRNOG00000001515,ENSRNOG00000001515.8,1592,311743,Map3k20,NM_001398993,-0.284602272771164,5.90841399047218,1.96919204254603e-05
ENSRNOG00000001514,ENSRNOG00000001514.6,2330,311742,Cdca7,NM_001025693,0.779868757094294,3.85746506841905,1.62588386932114e-17
ENSRNOG00000029423,ENSRNOG00000029423.4,804,NA,NA,NA,-0.204344374939394,5.66009033339088,0.0126397978155179
ENSRNOG00000028543,ENSRNOG00000028543.2,1666,NA,NA,NA,-0.715141143824568,7.75810172321872,8.62475162661171e-27
ENSRNOG00000060479,ENSRNOG00000060479.1,2145,367846,Sp3,NM_001029905,0.128384077320478,6.21302729466025,0.048289964189684
ENSRNOG00000019047,ENSRNOG00000019047.6,1684,296488,Ola1,NM_001033927,-0.441257311545779,6.79950384514907,1.3603374417721e-17
ENSRNOG00000018719,ENSRNOG00000018719.6,1792,362149,Cir1,NM_001007799,-0.266781497050614,6.00299771246752,0.00708407397374529
ENSRNOG00000018657,ENSRNOG00000018657.6,3158,311731,Scrn3,NM_001013162,-0.198321619101232,4.02271524634962,0.0137455071017017
ENSRNOG00000018485,ENSRNOG00000018485.7,4957,311730,Gpr155,NM_001107811,-0.184983425058812,0.803218797053725,0.363519878465074
ENSRNOG00000018406,ENSRNOG00000018406.6,3759,117538,Wipf1,NM_001429723,-0.0572184650315017,5.976845779371,0.246919970419799
ENSRNOG00000061018,ENSRNOG00000061018.1,1459,NA,NA,NA,0.0855882324157005,4.86503198427225,0.402478538959286
ENSRNOG00000017939,ENSRNOG00000017939.6,3031,84030,Chn1,NM_001399177,1.66514516853828,5.62441364643853,4.76743527618911e-191
ENSRNOG00000001597,ENSRNOG00000001597.8,1853,81647,Atf2,NM_031018,-0.0172328088277503,5.52220974062937,0.795327358534602
ENSRNOG00000001596,ENSRNOG00000001596.7,726,114630,Atp5mc3,NM_001361400,-0.617079540769584,6.76095932424405,1.87698485075733e-13
ENSRNOG00000001593,ENSRNOG00000001593.7,1521,362151,Lnpk,NM_001077429,0.183658709028134,5.39345785822277,0.0066812068744809
ENSRNOG00000001588,ENSRNOG00000001588.4,2483,288154,Hoxd13,NM_001105886,-0.172914137148296,4.63235604503782,0.0153549398989238
ENSRNOG00000001581,ENSRNOG00000001581.5,2232,303991,Hoxd10,NM_001107094,0.876611412204386,3.81776930828928,9.99084315644271e-29
ENSRNOG00000001580,ENSRNOG00000001580.6,1800,688999,Hoxd9,NM_001173469,-0.524209191957856,4.9453729218696,2.49660600018449e-13
ENSRNOG00000042480,ENSRNOG00000042480.3,831,NA,NA,NA,-0.487545392826829,2.97844567605093,1.04318984147882e-05
ENSRNOG00000001578,ENSRNOG00000001578.6,2695,288153,Hoxd4,NM_001105885,-0.288362458145368,3.20302895130242,0.0157831090744298
ENSRNOG00000001577,ENSRNOG00000001577.6,2527,288152,Hoxd3,NM_001271038,-0.25670879595495,-0.636561624609953,0.640738827714126
ENSRNOG00000001559,ENSRNOG00000001559.5,1212,288150,Mtx2,NM_001008286,-0.178930510298899,5.3348307109847,0.00634728255016716
ENSRNOG00000058977,ENSRNOG00000058977.1,74,NA,NA,NA,0.0538002652595522,0.769841134411626,0.890122882389923
ENSRNOG00000052968,ENSRNOG00000052968.1,1140,362152,Hnrnpa3,NM_001111294,-0.341052908424365,8.27922459946959,2.14893999200772e-05
ENSRNOG00000001548,ENSRNOG00000001548.6,2307,83619,Nfe2l2,NM_001399173,-0.466824534255093,7.53274600475341,1.58311203369386e-20
ENSRNOG00000001547,ENSRNOG00000001547.5,1935,84114,Agps,NM_053350,0.0363318703419671,5.27789484943068,0.61702813648726
ENSRNOG00000059460,ENSRNOG00000059460.1,2568,499814,Ift70b,NM_001127607,-0.59850849957079,3.75375630179723,3.19627085337791e-15
ENSRNOG00000052519,ENSRNOG00000052519.1,2439,311123,Ift70a2,NM_001029918,-0.0273830382999059,2.50958645563975,0.810966105479286
ENSRNOG00000010595,ENSRNOG00000010595.5,1801,266631,Rbm45,NM_153306,-0.140256888598676,4.29364328697643,0.0633167063019538
ENSRNOG00000010812,ENSRNOG00000010812.6,7751,311129,Osbpl6,NM_001107735,0.751309204381164,5.05175651745045,1.17832285645158e-26
ENSRNOG00000011195,ENSRNOG00000011195.6,1569,311130,Prkra,NM_001024780,0.48530926399096,5.92606037686232,4.7160995485176e-17
ENSRNOG00000038165,ENSRNOG00000038165.4,1056,679552,Pjvk,XM_039106435,0.731504513052311,-0.185607373934937,0.0370607200273229
ENSRNOG00000011758,ENSRNOG00000011758.7,1436,295672,Fkbp7,NM_001106485,0.114953600900786,6.8509754671364,0.0320466262291824
ENSRNOG00000011830,ENSRNOG00000011830.5,1695,295674,Plekha3,NM_001013077,0.11565212500102,5.29620495610056,0.0380412029211373
ENSRNOG00000012580,ENSRNOG00000012580.7,7702,311134,Ccdc141,NM_001430394,0.556148340946972,-0.282119690383181,0.125249022231164
ENSRNOG00000012603,ENSRNOG00000012603.5,2694,295678,Sestd1,NM_001134514,-0.293724611736047,5.86436784758885,3.46392576966995e-08
ENSRNOG00000031935,ENSRNOG00000031935.6,450,NA,NA,NA,-0.22728691525023,4.17754180531796,0.0292399343195999
ENSRNOG00000012651,ENSRNOG00000012651.7,2625,362153,Cwc22,NM_001399981,0.182667454830673,4.95503906315248,0.0138661774707151
ENSRNOG00000004544,ENSRNOG00000004544.7,1669,295686,Ube2e3,NM_001047857,0.131491085209882,6.91729289735766,0.00839193691643447
ENSRNOG00000004861,ENSRNOG00000004861.7,3270,311144,Itga4,NM_001107737,-1.79005363111361,4.37197992049921,1.32633984697178e-76
ENSRNOG00000055689,ENSRNOG00000055689.1,210,NA,NA,NA,-2.08536778201157,-1.07919121118361,6.30444120970417e-06
ENSRNOG00000005865,ENSRNOG00000005865.7,5721,311146,Itprid2,NM_001107738,0.0957194768926371,5.9422149759522,0.0555441584460677
ENSRNOG00000054212,ENSRNOG00000054212.1,1938,81529,Pde1a,NM_001431462,-0.822501498610538,-0.027051693176851,0.00406559531320221
ENSRNOG00000006803,ENSRNOG00000006803.5,4141,295690,Dnajc10,NM_001106486,-0.264131539861355,8.17352463510769,6.72963446177846e-05
ENSRNOG00000007518,ENSRNOG00000007518.7,3282,58823,Nckap1,NM_031618,-0.367861347937982,8.05391097275416,5.53402974633418e-12
ENSRNOG00000008868,ENSRNOG00000008868.4,984,311151,Dusp19,NM_001107739,0.155270795426465,2.19051768939722,0.346317637148253
ENSRNOG00000009290,ENSRNOG00000009290.6,1661,295692,Nup35,NM_001004229,0.0770511555890688,4.81951273248739,0.312039619142176
ENSRNOG00000005256,ENSRNOG00000005256.5,2011,362154,Zc3h15,NM_001010963,-0.161693264078577,7.75955793261999,0.00324371648743705
ENSRNOG00000004912,ENSRNOG00000004912.7,3266,296456,Itgav,NM_001106549,-0.700214876270197,7.76528118901784,2.6466326980548e-22
ENSRNOG00000004783,ENSRNOG00000004783.5,2605,499821,Fam171b,NM_001430765,-0.57160933101755,3.8607305181063,3.66145130939713e-10
ENSRNOG00000054695,ENSRNOG00000054695.1,4701,25029,Calcrl,NM_012717,-1.06991726508624,0.841815926521107,5.48958418425538e-08
ENSRNOG00000005039,ENSRNOG00000005039.8,3870,29436,Tfpi,NM_001177321,1.05442947086371,7.24263515880935,1.21042142517854e-63
ENSRNOG00000030790,ENSRNOG00000030790.5,5201,311163,Ctnnd1,NM_001107740,0.249988444866526,8.12333382453959,4.65335506655945e-06
ENSRNOG00000054563,ENSRNOG00000054563.1,654,502642,Selenoh,NM_001114939,0.0611957196755441,5.6312161420566,0.315753349154705
ENSRNOG00000005308,ENSRNOG00000005308.4,1610,295701,Tmx2,NM_001007643,0.502790146847366,4.88992692783098,9.68900574226059e-12
ENSRNOG00000006050,ENSRNOG00000006050.4,2592,311165,Med19,NM_001107741,-0.319840008043082,5.62319388479841,1.12511321630931e-06
ENSRNOG00000006832,ENSRNOG00000006832.6,2679,362156,Zdhhc5,NM_001039338,-0.286308186775352,6.60506701223682,6.47599720390149e-09
ENSRNOG00000007416,ENSRNOG00000007416.5,1805,311166,Clp1,NM_001009599,0.143118944732482,3.70329480820198,0.0915936423926183
ENSRNOG00000060130,ENSRNOG00000060130.1,3366,NA,NA,NA,-0.494423111881091,1.9837081299848,0.00108185524581157
ENSRNOG00000030467,ENSRNOG00000030467.4,1409,295704,Ube2l6,NM_001024755,-0.71333474993559,2.7844070287909,1.99113965589717e-13
ENSRNOG00000007883,ENSRNOG00000007883.4,1056,64464,Timm10,NM_001431423,-0.313188528531435,3.56666238159528,0.000635845624134962
ENSRNOG00000008243,ENSRNOG00000008243.7,1821,311168,Slc43a1,NM_001107742,-2.24987908959276,1.41614858319557,1.06546464489298e-32
ENSRNOG00000008552,ENSRNOG00000008552.6,3913,81739,P2rx3,NM_001270621,0.354258170154532,0.261289766951382,0.130367661424082
ENSRNOG00000008825,ENSRNOG00000008825.6,2996,81785,Ssrp1,NM_031121,0.116754140634412,8.32227763058519,0.0409850238489055
ENSRNOG00000009195,ENSRNOG00000009195.7,5762,295707,Tnks1bp1,NM_001429862,-0.660498180187881,7.14488592754101,1.43930108185457e-40
ENSRNOG00000059883,ENSRNOG00000059883.1,2084,NA,NA,NA,0.307811157838728,6.41026234491759,0.000146617098167329
ENSRNOG00000052180,ENSRNOG00000052180.1,274,NA,NA,NA,3.27572567922571,0.811743524524665,3.03290387557568e-30
ENSRNOG00000010101,ENSRNOG00000010101.2,1098,NA,NA,NA,0.459813956613793,7.01298415042019,2.60871659729527e-18
ENSRNOG00000053452,ENSRNOG00000053452.1,1901,NA,NA,NA,-0.18175518423309,10.5814158703228,0.000830613776571739
ENSRNOG00000034025,ENSRNOG00000034025.5,7518,29645,Ptprj,NM_001399120,0.879704536253644,3.6580347133925,2.53995438067796e-20
ENSRNOG00000028215,ENSRNOG00000028215.6,3678,311182,Nup160,NM_001107744,0.295225348099828,4.76445240413677,9.24656226548614e-05
ENSRNOG00000007241,ENSRNOG00000007241.6,4419,311183,Fnbp4,NM_001013159,0.356921860332824,6.32973501070171,4.3087911684645e-11
ENSRNOG00000058658,ENSRNOG00000058658.1,1020,295922,Mtch2,NM_001106488,-0.271607121062482,6.3941699962745,1.16484248160538e-07
ENSRNOG00000009155,ENSRNOG00000009155.6,1064,295923,Ndufs3,NM_001106489,-0.0371345925751427,4.78034697775894,0.638443852837787
ENSRNOG00000009397,ENSRNOG00000009397.7,2241,311185,Kbtbd4,NM_001107746,0.0754741603159201,3.44292884652097,0.431712464189974
ENSRNOG00000009723,ENSRNOG00000009723.5,1629,29390,Ptpmt1,NM_001105726,-0.289055149813903,4.84379621524977,0.00051838922518988
ENSRNOG00000010379,ENSRNOG00000010379.7,1998,362160,Celf1,NM_001025421,-0.264182122860229,5.84883855153633,0.000539889640284163
ENSRNOG00000011208,ENSRNOG00000011208.7,1655,362161,Rapsn,NM_001108584,0.621425105280516,4.56766976322349,9.49754053225318e-13
ENSRNOG00000011414,ENSRNOG00000011414.5,1626,29677,Psmc3,NM_031595,-0.444257694029573,7.70115467371463,8.90758652007618e-15
ENSRNOG00000011981,ENSRNOG00000011981.6,2410,295928,Slc39a13,NM_001039196,-0.921352572138752,6.16365190149735,2.0449929364503e-48
ENSRNOG00000012568,ENSRNOG00000012568.7,5661,94193,Madd,NM_001429606,-0.0649032172056156,2.93858446705897,0.55687145248139
ENSRNOG00000013594,ENSRNOG00000013594.6,2040,24162,Acp2,NM_001357071,-0.143718501279485,4.86048519420923,0.0303244951340563
ENSRNOG00000014071,ENSRNOG00000014071.8,1839,100362121,Ddb2,NM_001271346,0.253329967562349,2.22148962846375,0.049278556028355
