"",GeneID,Length,EntrezGene,Symbol,RefSeq,logFC,logCPM,PValue,padj
ENSRNOG00000052555,ENSRNOG00000052555.1,393,,,,1.06520616272381,3.89874736514933,3.4180831659336e-25,4.60080631189354e-24
ENSRNOG00000053081,ENSRNOG00000053081.1,411,,,,1.09699989134707,1.29505432363534,3.91808553800951e-6,0.0000130987069927571
ENSRNOG00000060366,ENSRNOG00000060366.1,411,,,,1.17979806615695,-1.10335021301219,0.0024381813874874,0.00529743719732413
ENSRNOG00000059093,ENSRNOG00000059093.1,354,,,,0.79959891567906,0.230942543524509,0.00779073537212312,0.0152277957421563
ENSRNOG00000051852,ENSRNOG00000051852.1,164,,,,1.22178012996457,-0.352097964622614,0.000316883891266409,0.000799650212689752
ENSRNOG00000060441,ENSRNOG00000060441.1,164,,,,1.152286282456,-0.511479374622913,0.00127535543303977,0.00291101872302657
ENSRNOG00000021200,ENSRNOG00000021200.6,2118,310681,Hjv,NM_001012080,-1.29282958128217,-0.135777956551839,0.0000423769732331849,0.000123039655896309
ENSRNOG00000021201,ENSRNOG00000021201.7,2757,117514,Txnip,NM_001008767,-4.11793449721894,6.72374391907899,0.0,0.0
ENSRNOG00000033741,ENSRNOG00000033741.3,2863,295283,Ankrd34a,NM_001024980,-1.01682291193345,2.35103375709436,4.09145510937933e-13,2.69216581093664e-12
ENSRNOG00000021213,ENSRNOG00000021213.6,3548,499677,Lix1l,NM_001024303,-0.253109652044359,6.60642993205453,0.0000265995815492467,0.0000795806211909273
ENSRNOG00000021215,ENSRNOG00000021215.7,1486,295284,Rbm8a,NM_001271138,0.256238369709213,5.4112709240455,0.000199586274952856,0.000521693837848113
ENSRNOG00000021217,ENSRNOG00000021217.5,5038,310683,Itga10,NM_001107699,-3.5249590931642,1.59785772773173,4.20888612647814e-62,1.81781922920539e-60
ENSRNOG00000021218,ENSRNOG00000021218.7,2970,83614,Pias3,NM_031784,-0.607440293065356,4.9888367367264,9.0172477693647e-26,1.25015123074472e-24
ENSRNOG00000017484,ENSRNOG00000017484.6,3081,50563,Gja5,NM_019280,-1.78451200213782,5.09760271768923,1.99980483758142e-60,8.35099224946652e-59
ENSRNOG00000017494,ENSRNOG00000017494.7,1586,295305,Acp6,NM_001031645,-0.416434086620443,3.51175630252176,7.67977759529232e-6,0.0000247725538811384
ENSRNOG00000017516,ENSRNOG00000017516.7,5717,310704,Bcl9,NM_001107703,-0.172972616825028,5.06355455003174,0.0187152184943898,0.0335146201748755
ENSRNOG00000017669,ENSRNOG00000017669.7,2712,310707,Chd1l,NM_001107704,0.50531069694108,3.71847496776148,1.37568508393753e-10,7.34687904611321e-10
ENSRNOG00000018220,ENSRNOG00000018220.7,8400,64183,Pde4dip,NM_001389233,-0.124790099253087,5.96729025821492,0.022802414409517,0.0401132690487937
ENSRNOG00000018835,ENSRNOG00000018835.6,11561,29492,Notch2,NM_024358,-0.418931620332034,7.10066802677819,6.97055145814846e-15,5.17897778219562e-14
ENSRNOG00000019120,ENSRNOG00000019120.7,2012,24450,Hmgcs2,NM_173094,3.16512005986067,-0.393958529199271,1.3771103717119e-20,1.45298768595235e-19
ENSRNOG00000019328,ENSRNOG00000019328.6,1803,58835,Phgdh,NM_031620,0.327830325868392,6.89513765915266,2.5346798532458e-6,8.7025263708271e-6
ENSRNOG00000048181,ENSRNOG00000048181.1,1695,,,,0.643309387711185,0.439761323189164,0.00317107492860802,0.00674084373048476
ENSRNOG00000049090,ENSRNOG00000049090.1,1695,,,,0.726590449719723,0.453159705938744,0.00127474764035626,0.00291020549670903
ENSRNOG00000019565,ENSRNOG00000019565.6,3473,295315,Tbx15,NM_001106451,-0.268637268896522,4.4687400109452,0.000335695008557594,0.000844047079913399
ENSRNOG00000019670,ENSRNOG00000019670.7,3422,310720,Wdr3,NM_001107705,0.294810757642623,5.05173937464408,3.66937146808942e-6,0.000012311753638333
ENSRNOG00000019754,ENSRNOG00000019754.7,2714,362004,Gdap2,NM_001013201,-0.414444988907051,3.73299005938856,1.29957948400686e-7,5.1684939662281e-7
ENSRNOG00000015226,ENSRNOG00000015226.6,3479,295319,Man1a2,NM_001106452,-0.30476395059208,5.73768260566379,1.57608800227348e-6,5.53467174861185e-6
ENSRNOG00000015279,ENSRNOG00000015279.6,4505,295322,Vtcn1,NM_001024244,-1.4373174106198,-0.859217003657191,0.000301018723118118,0.000762111683219429
ENSRNOG00000057761,ENSRNOG00000057761.1,3780,295324,Ttf2,NM_001106454,0.459881746570392,4.15144526299275,6.58023027497241e-8,2.70386225643798e-7
ENSRNOG00000037190,ENSRNOG00000037190.3,3410,310727,Cd101,NM_001271217,0.722112908058497,0.270002219153694,0.00302007621815884,0.00644456467424259
ENSRNOG00000015655,ENSRNOG00000015655.6,5812,29602,Ptgfrn,NM_019243,-0.292289128162132,8.78893943508926,5.24603925667216e-10,2.66024463257143e-9
ENSRNOG00000015821,ENSRNOG00000015821.7,1215,497761,Cd2,NM_012830,0.945878938356531,-0.521971409523411,0.00227004921906346,0.00496638194304809
ENSRNOG00000023851,ENSRNOG00000023851.6,7555,295325,Igsf3,NM_001106455,0.287105774164007,6.62253212099633,0.0000210864528268596,0.0000639979382643568
ENSRNOG00000030019,ENSRNOG00000030019.4,3636,24211,Atp1a1,NM_012504,-0.505715749015609,8.72635349976839,2.3875196101475e-26,3.39145203638165e-25
ENSRNOG00000016571,ENSRNOG00000016571.6,2210,310738,Ngf,NM_001277055,0.710514670500959,2.82040760598871,1.73067878619674e-10,9.18259881049812e-10
ENSRNOG00000023338,ENSRNOG00000023338.5,3831,64521,Tspan2,NM_022589,-0.669375791822476,5.93724558890061,1.13816153534395e-19,1.14593112026205e-18
ENSRNOG00000016835,ENSRNOG00000016835.5,3527,25276,Sycp1,NM_012810,1.09131890161515,-1.05706485619136,0.015203521186264,0.0278112703161847
ENSRNOG00000055947,ENSRNOG00000055947.1,323,,,,2.21981089171837,2.3230078903579,4.91785997652916e-19,4.75130388255054e-18
ENSRNOG00000017502,ENSRNOG00000017502.5,2375,362007,Sike1,NM_001012182,-0.646077546344464,3.65547621325184,3.73667413402418e-12,2.29024094580509e-11
ENSRNOG00000018783,ENSRNOG00000018783.6,1096,295334,Bcas2,NM_001106458,0.176842509517098,4.75889208536018,0.0160734801106364,0.0292352720761312
ENSRNOG00000037159,ENSRNOG00000037159.1,528,,,,0.535988967319203,2.73143302808554,0.0000641059747983388,0.000181048122754974
ENSRNOG00000018946,ENSRNOG00000018946.7,3435,365894,Trim33,NM_001427437,0.479952578015681,5.18144291019115,4.01084820623118e-8,1.68913728831073e-7
ENSRNOG00000019333,ENSRNOG00000019333.7,7996,365895,Hipk1,NM_001100986,0.145785322482176,6.62230648239437,0.0114641025982029,0.0215480366623488
ENSRNOG00000019367,ENSRNOG00000019367.7,3983,310745,Dclre1b,NM_001025687,0.260750616216425,4.16261985080029,0.000661733511422769,0.00158696997100247
ENSRNOG00000019885,ENSRNOG00000019885.7,5866,245903,Magi3,NM_139084,0.462198245138995,5.63853111441055,1.97036217545874e-15,1.51257481730675e-14
ENSRNOG00000012946,ENSRNOG00000012946.6,3723,310756,Mov10,NM_001107711,-0.330369824127971,2.26484182028414,0.0258081663088766,0.0449503037319428
ENSRNOG00000014479,ENSRNOG00000014479.5,4795,310760,Cttnbp2nl,NM_001107712,1.13140571770166,6.15570433927948,4.15802781450888e-82,2.77148546251688e-80
ENSRNOG00000014686,ENSRNOG00000014686.8,6818,65195,Kcnd3,NM_001270962,2.68497790176014,5.21521221044203,7.59513430294833e-261,4.38745591566982e-258
ENSRNOG00000015274,ENSRNOG00000015274.7,2801,84473,Ddx20,NM_001191711,1.12810118673755,5.04945738739973,2.46383376344231e-66,1.21560823118734e-64
ENSRNOG00000015691,ENSRNOG00000015691.5,3380,310764,Inka2,NM_001107713,1.3842045738389,3.04008002095005,3.68032221827646e-39,8.41979987362787e-38
ENSRNOG00000032463,ENSRNOG00000032463.4,2341,295347,Rap1a,NM_001005765,-0.240997630070735,5.75471305602168,0.00196195908767947,0.00434098320963745
ENSRNOG00000016000,ENSRNOG00000016000.6,2063,,,,-0.142804731920413,6.80220641815248,0.00943873584270429,0.018142053753397
ENSRNOG00000046022,ENSRNOG00000046022.3,2478,,,,0.355453385914129,4.76919716958351,2.99713664363537e-6,0.000010179397948888
ENSRNOG00000016394,ENSRNOG00000016394.8,2929,310769,Wdr77,NM_001008771,0.402000652556383,5.0053188613848,6.18853115022807e-9,2.8608801556106e-8
ENSRNOG00000046299,ENSRNOG00000046299.2,2063,,,,-0.141355746578477,6.80539921363293,0.0108221104951814,0.020477376812501
ENSRNOG00000017784,ENSRNOG00000017784.6,3238,310775,Lrif1,NM_001127485,-0.260765893427964,4.02162763782645,0.0147181193989171,0.0269802997946036
ENSRNOG00000018131,ENSRNOG00000018131.7,2010,295356,Slc16a4,NM_001013913,0.48110275750844,0.774567531876342,0.0227069585219569,0.0399707050467763
ENSRNOG00000047499,ENSRNOG00000047499.2,3286,684233,Rbm15,NM_001399561,0.765310367271951,3.18784286369911,1.14487140069521e-15,8.94729261512874e-15
ENSRNOG00000050514,ENSRNOG00000050514.1,255,,,,-0.687198009659717,1.05772274465822,0.00461248678397145,0.00950185984739675
ENSRNOG00000018569,ENSRNOG00000018569.7,3556,362013,Ahcyl1,NM_001108561,0.135138229572872,6.96184587300655,0.0154605187045167,0.0282194383260585
ENSRNOG00000018659,ENSRNOG00000018659.7,4048,78965,Csf1,NM_023981,-0.373717749955226,6.68496946900314,1.30890712700874e-13,8.90853628318568e-13
ENSRNOG00000049743,ENSRNOG00000049743.2,958,64352,Gstm5,NM_172038,0.289725081916364,3.77797868849892,0.002867085173325,0.00614077998501125
ENSRNOG00000018937,ENSRNOG00000018937.4,1992,81869,Gstm7,NM_031154,0.257660971310141,7.04290173498641,3.23965486549906e-6,0.0000109440972356917
ENSRNOG00000029726,ENSRNOG00000029726.4,1116,24423,Gstm1,NM_017014,-1.0000139873666,4.30826428624822,2.62880289600843e-44,6.95529071569865e-43
ENSRNOG00000019240,ENSRNOG00000019240.7,3821,362015,Ampd2,NM_001101681,-0.235522073189057,4.12905451402494,0.0184380403070115,0.0330820487661975
ENSRNOG00000045665,ENSRNOG00000045665.1,4642,295365,Amigo1,NM_001412551,-0.718850062602275,-0.391924777404529,0.0250658372075354,0.043717796835485
ENSRNOG00000019868,ENSRNOG00000019868.7,1009,29672,Psma5,NM_017282,-0.227765685904072,5.498660041684,0.000244110430591354,0.00062731177195895
ENSRNOG00000031814,ENSRNOG00000031814.5,6690,83576,Sort1,NM_031767,0.517012853652687,6.9105540890642,1.05045196264824e-21,1.16228779011614e-20
ENSRNOG00000037082,ENSRNOG00000037082.3,2279,310782,Mybphl,NM_001014042,3.20395168477626,0.0101697416274019,7.97165345637807e-19,7.59580780200863e-18
ENSRNOG00000020013,ENSRNOG00000020013.7,1830,691380,Psrc1,NM_001044302,-0.347180540092529,2.40138291957521,0.00503322440330031,0.0102784833005385
ENSRNOG00000020058,ENSRNOG00000020058.7,10570,83465,Celsr2,NM_001191110,1.15184108482168,4.0624803929074,3.8464229326446e-41,9.4551077195363e-40
ENSRNOG00000034161,ENSRNOG00000034161.4,261,120103152,LOC120103152,XM_039111546,-0.397248917918524,6.24525187956949,1.25575771306461e-6,4.45948384578066e-6
ENSRNOG00000020315,ENSRNOG00000020315.5,1362,310784,Taf13,NM_001107716,0.260512733796251,4.18398464031478,0.00780735433223782,0.015253827573583
ENSRNOG00000020330,ENSRNOG00000020330.6,4102,310785,Wdr47,NM_001100702,0.198110776652664,3.90120275984743,0.0145130141858351,0.0266536532881731
ENSRNOG00000012149,ENSRNOG00000012149.8,2586,362021,Gpsm2,NM_001191962,-1.05522338311663,4.76579207001428,2.03597263270266e-28,3.22222883330932e-27
ENSRNOG00000020392,ENSRNOG00000020392.7,2524,114095,Stxbp3,NM_053637,-0.223952722941453,4.8259802625717,0.00162824385899541,0.00365097410013138
ENSRNOG00000027540,ENSRNOG00000027540.6,1218,365903,Eeig2,NM_001163568,-0.864612328920318,3.8136553102967,3.42685385552103e-27,5.10310438807127e-26
ENSRNOG00000020470,ENSRNOG00000020470.5,3544,310791,Slc25a24,NM_001127544,-0.520508248674287,5.5784627694653,7.80924862901762e-14,5.4120785538997e-13
ENSRNOG00000017310,ENSRNOG00000017310.6,2239,691538,Rnpc3,NM_001100810,0.28853743724383,5.4211697936258,0.000070845398086314,0.000198906561172268
ENSRNOG00000013683,ENSRNOG00000013683.3,2571,29733,S1pr1,NM_017301,-0.754159186553787,0.81869708405756,0.000737275684048312,0.00175237272135193
ENSRNOG00000013719,ENSRNOG00000013719.5,1543,295394,Dph5,NM_001017449,0.409531307439347,3.3263220763296,2.98788915411467e-6,0.0000101504766558799
ENSRNOG00000013912,ENSRNOG00000013912.5,2032,310801,Slc30a7,NM_001191715,-0.372734784667828,4.8629813946559,1.94532565703985e-6,6.77467844993732e-6
ENSRNOG00000014323,ENSRNOG00000014323.6,2298,310803,Extl2,NM_001100704,-0.606723338720294,5.20673526467538,2.68127346190912e-24,3.44196067369519e-23
ENSRNOG00000014333,ENSRNOG00000014333.6,4007,25361,Vcam1,NM_012889,-1.42200826630763,2.64485946388005,2.52696001034037e-29,4.14600870808981e-28
ENSRNOG00000026953,ENSRNOG00000026953.3,4155,64443,Gpr88,NM_031696,-1.83517735616155,2.55295986256612,1.95999323547234e-41,4.8351149851581e-40
ENSRNOG00000014515,ENSRNOG00000014515.8,4476,310806,Cdc14a,NM_001107718,0.514841094213884,4.62773842968763,9.78490860240559e-12,5.79487282630291e-11
ENSRNOG00000015117,ENSRNOG00000015117.5,2875,691307,Lrrc39,NM_001109637,2.00743709849096,-0.264754321970295,7.03381401211061e-9,3.22903302860601e-8
ENSRNOG00000015211,ENSRNOG00000015211.6,2164,310807,Sass6,NM_001107719,0.322599700931133,3.67919088580782,0.00031314555268007,0.000790648323139043
ENSRNOG00000058609,ENSRNOG00000058609.1,1662,310811,Palmd,NM_001025688,2.74148453941512,6.34067905292451,0.0,0.0
ENSRNOG00000017077,ENSRNOG00000017077.5,1752,310815,Snx7,NM_001012083,-0.255528362902655,5.21295174873958,0.000128487226955645,0.000346565547570634
ENSRNOG00000010827,ENSRNOG00000010827.7,1903,310820,Ptbp2,NM_001005555,0.42140548915601,3.57230550191491,0.000069220619519351,0.000194620699455746
ENSRNOG00000029893,ENSRNOG00000029893.4,1059,65026,Rwdd3,NM_001128152,-0.450684751151897,1.55370624752472,0.0231043423994429,0.0405826178925474
ENSRNOG00000011528,ENSRNOG00000011528.5,1509,362031,Alg14,NM_001014176,-0.289546121656373,3.97582240717301,0.00206894083301966,0.00456094700413175
ENSRNOG00000011559,ENSRNOG00000011559.7,1990,54321,Cnn3,NM_019359,0.409226404863887,8.18662068850017,1.63978954399465e-17,1.43886343278113e-16
ENSRNOG00000011800,ENSRNOG00000011800.5,1822,25584,F3,NM_013057,0.386246275137539,5.42829091807955,3.13738923710201e-11,1.78046518146468e-10
ENSRNOG00000011929,ENSRNOG00000011929.6,3294,25270,Abcd3,NM_012804,-0.294577144750549,5.52200193716805,5.57454300637436e-7,2.0686687430507e-6
ENSRNOG00000012563,ENSRNOG00000012563.7,5771,310833,Arhgap29,NM_001009405,0.710686456597256,7.99588573129188,5.12533344997265e-25,6.82590037948326e-24
ENSRNOG00000013409,ENSRNOG00000013409.4,1486,29739,Gclm,NM_017305,0.223674679572877,4.66219525508835,0.00160479325549551,0.00360188662687224
ENSRNOG00000025025,ENSRNOG00000025025.6,2532,100910753,Dnttip2,NM_001399742,0.15952566665967,5.92339196617726,0.014879409614313,0.0272507443715768
ENSRNOG00000013737,ENSRNOG00000013737.6,3337,310838,Bcar3,NM_001107722,1.10172597798847,4.5759897016326,1.51290060162916e-53,5.32356699009816e-52
ENSRNOG00000013798,ENSRNOG00000013798.8,3380,310839,Fnbp1l,NM_001039609,0.656556850833871,6.18790031157917,1.98936724835552e-29,3.2794991119145e-28
ENSRNOG00000014443,ENSRNOG00000014443.5,3397,171115,Pde5a,NM_133584,0.59121600228024,3.64613839174947,2.71740780853289e-12,1.68113082809014e-11
ENSRNOG00000014654,ENSRNOG00000014654.2,1080,691807,C2h4orf3,NM_001271116,-0.396558139538433,4.69392395673159,3.39545734131367e-6,0.0000114425426786516
ENSRNOG00000014867,ENSRNOG00000014867.7,4147,499702,Synpo2,NM_001191963,-2.26373052950839,4.83168797280148,7.46005674705795e-185,2.40526108700492e-182
ENSRNOG00000014872,ENSRNOG00000014872.7,3405,310843,Sec24d,NM_001107723,-0.671540707213539,7.00112041662982,2.68998431726119e-31,4.7207522246214e-30
ENSRNOG00000015250,ENSRNOG00000015250.8,2674,295428,Mettl14,NM_001106470,0.582544139538159,4.57841494686528,3.66138031545069e-14,2.58986615782696e-13
ENSRNOG00000015353,ENSRNOG00000015353.3,2499,85266,Prss12,NM_053504,2.28095219533524,0.787352429425827,1.91952942566057e-30,3.2653197493691e-29
ENSRNOG00000015781,ENSRNOG00000015781.3,2776,295430,Ndst3,NM_001191716,-2.88266575608967,-0.48863189027459,1.09660547433692e-10,5.93648508247052e-10
ENSRNOG00000009508,ENSRNOG00000009508.6,1907,,,,-0.433232257874976,3.25272898147723,3.02250409073965e-6,0.0000102529965045301
ENSRNOG00000009433,ENSRNOG00000009433.7,1200,295462,Mcub,NM_001398673,-0.848903157611428,0.920061687283366,0.0000328291089468227,0.0000967154199827347
ENSRNOG00000023373,ENSRNOG00000023373.6,4682,295461,Sec24b,NM_001106474,0.384735018334732,6.10919468687813,1.01632061197344e-13,6.98922071646812e-13
ENSRNOG00000000001,ENSRNOG00000000001.5,1416,311013,Arsj,NM_001047887,-1.76268773256581,1.69498343028215,5.79646223030142e-21,6.20078336118047e-20
ENSRNOG00000011589,ENSRNOG00000011589.8,4012,24246,Camk2d,NM_012519,-0.798017939542955,6.89438331219398,6.66893129788339e-40,1.55391703384631e-38
ENSRNOG00000036980,ENSRNOG00000036980.4,4959,310880,Zgrf1,NM_001427701,0.62447949236536,2.7832395988976,3.41436976428942e-9,1.62167942487525e-8
ENSRNOG00000053387,ENSRNOG00000053387.1,711,,,,0.62245046226537,1.56918332884228,0.00111063666068608,0.00256118873315899
ENSRNOG00000022636,ENSRNOG00000022636.5,8412,310879,Alpk1,NM_001433149,0.25930752625845,4.35522171034548,0.000431870012174538,0.00106595083652978
ENSRNOG00000010875,ENSRNOG00000010875.3,715,691931,Fam241a,NM_001109651,-1.12718422349671,1.25535908861277,1.56710255596868e-11,9.1248676337462e-11
ENSRNOG00000010468,ENSRNOG00000010468.5,1112,,,,0.779932308952489,3.49938105599133,2.12286565110256e-14,1.51864857517471e-13
ENSRNOG00000048949,ENSRNOG00000048949.1,2501,171402,Elovl6,NM_134383,0.642632822875187,4.98160689802527,8.71822858433411e-12,5.18976045913303e-11
ENSRNOG00000051964,ENSRNOG00000051964.2,5334,,,,0.905548451211421,0.127658662955452,0.00411075204996878,0.00857401330235702
ENSRNOG00000052613,ENSRNOG00000052613.1,1843,83584,Casp6,NM_001271984,-0.461825149463429,3.25422855726436,6.09599805010634e-6,0.0000199186700369254
ENSRNOG00000023322,ENSRNOG00000023322.5,1060,362040,Ostc,NM_001108566,-0.701076912435429,6.55235810666739,1.38427691958628e-20,1.4594384192505e-19
ENSRNOG00000016387,ENSRNOG00000016387.8,354,362041,Rpl34,NM_001108567,-0.361398352288488,8.80690680969773,8.38118805112237e-8,3.39856072362564e-7
ENSRNOG00000010697,ENSRNOG00000010697.2,1659,113965,Hadh,NM_057186,0.548690170881537,4.35302783345552,3.80457412550381e-12,2.3277412037063e-11
ENSRNOG00000011053,ENSRNOG00000011053.7,2581,310848,Cyp2u1,NM_001393813,0.413229338096479,3.00062567391928,0.000425993482070419,0.00105238304266292
ENSRNOG00000011284,ENSRNOG00000011284.5,1894,310849,Sgms2,NM_001014043,1.09023670809477,4.31266200930868,4.90763306586953e-33,9.16973380393736e-32
ENSRNOG00000011384,ENSRNOG00000011384.6,1122,114632,Aimp1,NM_053757,-0.235908311016876,5.87144870149033,0.000017053096305439,0.0000524570950030188
ENSRNOG00000011454,ENSRNOG00000011454.5,6174,295446,Tbck,NM_001134513,0.467101668373053,3.49344370557602,9.82378303595003e-7,3.54310426666002e-6
ENSRNOG00000052873,ENSRNOG00000052873.1,1842,686753,Npnt,NM_001402176,0.780446830048737,4.3474864870871,1.33337641289431e-22,1.57327068837163e-21
ENSRNOG00000011844,ENSRNOG00000011844.6,1796,295448,Ints12,NM_001007640,0.220591748250464,4.23809631251423,0.00894991615241803,0.0172767526506716
ENSRNOG00000012091,ENSRNOG00000012091.5,1593,310856,Ppa2,NM_001135871,-0.213805197701643,3.29545739755771,0.0161963863241449,0.0294282282115986
ENSRNOG00000023579,ENSRNOG00000023579.7,7760,310859,Tet2,NM_001427557,-0.327766030770238,4.35769748684651,0.0000465953081647644,0.000134330911290558
ENSRNOG00000009339,ENSRNOG00000009339.6,7621,362044,Cenpe,NM_001421086,-0.422319767651051,6.96255363238489,8.96721703551642e-7,3.25193557364373e-6
ENSRNOG00000014490,ENSRNOG00000014490.5,1156,295458,Bdh2,NM_001106473,1.2913147380062,4.59845144233001,1.20025959566931e-62,5.31642141672822e-61
ENSRNOG00000042985,ENSRNOG00000042985.2,2254,,,,0.494245644132587,2.13577350880367,0.000412663209236927,0.00102218380076126
ENSRNOG00000052247,ENSRNOG00000052247.1,3680,310864,Manba,NM_001031655,0.701912732976723,2.04967011149812,7.60012653925389e-7,2.777963467973e-6
ENSRNOG00000012508,ENSRNOG00000012508.6,3242,295455,Slc39a8,NM_001011952,0.311728859151821,1.75348702038077,0.027088370687633,0.046919166261246
ENSRNOG00000009882,ENSRNOG00000009882.7,2326,24674,Ppp3ca,NM_017041,-0.282232288573322,5.08252430383774,0.000118610072857956,0.000321676457375333
ENSRNOG00000060107,ENSRNOG00000060107.1,1887,499716,Dnajb14,NM_001109193,-0.521621892206956,3.8774492339434,6.52615546395847e-9,3.00993411019029e-8
ENSRNOG00000010306,ENSRNOG00000010306.6,384,58940,H2az1,NM_022674,0.399087019244345,7.51672226332072,4.61802494712221e-9,2.161522547836e-8
ENSRNOG00000010552,ENSRNOG00000010552.5,1211,362045,Lamtor3,NM_001008375,-0.307409094417706,5.06763436412322,0.0000215941541997925,0.0000654385472843549
ENSRNOG00000010655,ENSRNOG00000010655.6,3997,310900,Mttp,NM_001107727,1.35562493987156,-0.192867711979699,0.000259288051188736,0.000663731451565848
ENSRNOG00000011025,ENSRNOG00000011025.6,3903,295496,Trmt10a,NM_001044232,0.219364389956642,3.54998461428976,0.0209890818409831,0.0371970638685146
ENSRNOG00000046357,ENSRNOG00000046357.2,5082,29646,Adh4,NM_017270,-0.277786035388637,5.62707531251231,8.86407315147231e-6,0.0000283297030099818
ENSRNOG00000015913,ENSRNOG00000015913.5,2851,362048,Tspan5,NM_001004090,0.304470060003662,5.67435281695004,6.66204815888214e-8,2.73504991633823e-7
ENSRNOG00000015987,ENSRNOG00000015987.7,3544,310909,Rap1gds1,NM_001107728,-0.324528012440443,5.59117348977218,5.4931189829896e-7,2.04009112189038e-6
ENSRNOG00000060968,ENSRNOG00000060968.1,107,,,,1.68124437291051,0.076332566733416,0.00609201978431376,0.0122299105545505
ENSRNOG00000029071,ENSRNOG00000029071.5,9346,362049,Unc5c,NM_001415084,0.439892596713164,3.5009733173994,1.76843101498168e-6,6.19285869959739e-6
ENSRNOG00000016289,ENSRNOG00000016289.7,1899,310914,Bmpr1b,NM_001024259,0.328528212880819,3.48224906083272,0.00166565173076989,0.00372581406831134
ENSRNOG00000016419,ENSRNOG00000016419.6,1867,64353,Pdlim5,NM_053326,-0.305278816633937,7.37188673990712,4.18316776104995e-7,1.57596298476078e-6
ENSRNOG00000011135,ENSRNOG00000011135.5,1193,81673,Gtf2b,NM_031041,0.213916706553232,4.87988269163548,0.00168912398759945,0.00377344746440199
ENSRNOG00000009205,ENSRNOG00000009205.6,2228,362051,Lmo4,NM_001009708,0.232176314494781,6.04957576085184,0.000042017386890244,0.000122072307595629
ENSRNOG00000012549,ENSRNOG00000012549.7,4116,292155,Hs2st1,NM_001100518,-0.222102244484805,7.27051986520866,0.0000118361421765613,0.0000370671504711647
ENSRNOG00000055257,ENSRNOG00000055257.1,1512,113922,Selenof,NM_133297,-0.635609116217159,7.62371402647684,2.89075567431795e-30,4.86376658601263e-29
ENSRNOG00000012957,ENSRNOG00000012957.7,2475,292156,Sh3glb1,NM_001011929,-0.235403187829648,7.05142854248656,0.0000215379824622904,0.0000652825948529065
ENSRNOG00000036877,ENSRNOG00000036877.2,2885,499721,Clca4l,NM_001077356,1.13174436774421,0.82436096363488,2.15835117362871e-8,9.33646822813991e-8
ENSRNOG00000014059,ENSRNOG00000014059.7,3801,685425,Odf2l,NM_001134708,0.677861252246953,3.13126184697772,1.83787447526499e-9,8.93731733604834e-9
ENSRNOG00000014143,ENSRNOG00000014143.6,4059,499723,Col24a1,XM_039103871,1.52109714409223,0.378574039085574,8.35711606528268e-8,3.39144497747625e-7
ENSRNOG00000030049,ENSRNOG00000030049.3,1561,292160,Znhit6,NM_001106203,0.448644547790218,5.61748829193973,1.89350844175584e-15,1.45518852752234e-14
ENSRNOG00000014350,ENSRNOG00000014350.4,1984,83476,Ccn1,NM_031327,0.717644440869192,8.08881834543447,3.51891150582429e-31,6.1366275618551e-30
ENSRNOG00000058696,ENSRNOG00000058696.1,210,,,,1.71594135419156,1.05671567298856,8.36685645445725e-13,5.37775140865068e-12
ENSRNOG00000014613,ENSRNOG00000014613.7,3612,64157,Ddah1,NM_022297,0.819310320638133,5.42512935643928,3.62435205548044e-35,7.30349082807861e-34
ENSRNOG00000014857,ENSRNOG00000014857.6,1704,499724,C2h1orf52,NM_001134616,0.258613834355573,4.50782000021908,0.000200825551366294,0.00052434000831305
ENSRNOG00000026186,ENSRNOG00000026186.6,3516,308021,Syde2,NM_001305229,1.16721819112933,5.57985368395877,1.66198796933273e-101,1.52594709979e-99
ENSRNOG00000015024,ENSRNOG00000015024.6,1659,308022,Mcoln3,NM_001012059,-1.5385998812349,-0.688135622523175,0.000243723364093268,0.000626549363951246
ENSRNOG00000015260,ENSRNOG00000015260.5,3895,,,,-1.69757847894278,1.59717290722584,8.02119226562985e-23,9.57020736408711e-22
ENSRNOG00000015425,ENSRNOG00000015425.8,3855,308023,Ssx2ip,NM_175597,-0.403187712013411,4.74254275481967,1.19460098078153e-8,5.33224339908405e-8
ENSRNOG00000015573,ENSRNOG00000015573.5,1616,81652,Ctbs,NM_031023,-1.17816299032004,4.80948756773617,4.81949536565233e-49,1.48154065963202e-47
ENSRNOG00000015936,ENSRNOG00000015936.2,1393,,,,-0.234879052163791,5.37659235694018,0.00930928004489544,0.0179106104000042
ENSRNOG00000004978,ENSRNOG00000004978.6,1122,293508,Prkacb,NM_001077645,0.38925976843602,5.64235892825893,3.75363136722061e-10,1.92599353349913e-9
ENSRNOG00000031997,ENSRNOG00000031997.6,2748,310982,Ttll7,NM_001433161,-0.776800266916697,3.58797890550134,9.04961101545314e-17,7.5900669763002e-16
ENSRNOG00000051456,ENSRNOG00000051456.1,5367,,,,-0.593333370295691,1.38877760454579,0.00286939398295531,0.00614477574601366
ENSRNOG00000022218,ENSRNOG00000022218.6,2934,310969,Ifi44,NM_001107729,-0.462198559455339,4.19455275609505,1.96322465626476e-6,6.83357937094017e-6
ENSRNOG00000046468,ENSRNOG00000046468.1,3001,25652,Ptgfr,NM_013115,-3.22528774027582,3.76478486106584,7.2926517081682e-183,2.29784825641009e-180
ENSRNOG00000042152,ENSRNOG00000042152.3,1250,365960,Gipc2,NM_001037210,-1.01792722701554,0.854479075047395,6.9572171418238e-6,0.0000225414485754254
