"","GeneID","Length","EntrezGene","Symbol","RefSeq","logFC","logCPM","PValue","FDR"
"ENSRNOG00000009906","ENSRNOG00000009906.3",1742,NA,NA,NA,1.0427384592719,-0.133176778457006,0.00441488970337093,0.00913007620040789
"ENSRNOG00000058681","ENSRNOG00000058681.1",2688,NA,NA,NA,1.02393071354687,-0.386259854055097,0.00467492612572755,0.00961892109964374
"ENSRNOG00000021814","ENSRNOG00000021814.4",1626,"500592","Tnfrsf25","NM_001137644",1.37521422924655,-0.498545092983715,0.00471323912703026,0.0096921310081797
"ENSRNOG00000049853","ENSRNOG00000049853.2",4122,"100912526","Rtl9","NM_001427818",1.12704481339309,-0.958506338284043,0.00487775399613888,0.00999780919610726
"ENSRNOG00000025545","ENSRNOG00000025545.6",1313,"360467","Tvp23a","NM_001108263",1.0453017789157,-0.619701037439974,0.00506465052811284,0.0103335268464689
"ENSRNOG00000060968","ENSRNOG00000060968.1",107,NA,NA,NA,1.68124437291051,0.076332566733416,0.00609201978431376,0.0122299105545505
"ENSRNOG00000061492","ENSRNOG00000061492.1",405,NA,NA,NA,1.01629568601239,0.224464754738253,0.00626596502447779,0.012548221739038
"ENSRNOG00000055640","ENSRNOG00000055640.1",72,"120095460","Snord65","XR_005490926",1.08872099875092,-0.8835453443233,0.00689258518636574,0.0136590624676636
"ENSRNOG00000032884","ENSRNOG00000032884.2",5876,"29701","Scn11a","NM_019265",1.0120012736162,-0.949280219932726,0.00829696676004238,0.016144441706839
"ENSRNOG00000013415","ENSRNOG00000013415.7",1377,"301333","Ptpn18","NM_001013111",1.40576103578421,-0.831108134508046,0.00836749309255229,0.0162702558534565
"ENSRNOG00000055097","ENSRNOG00000055097.1",2852,"307615","Terb1","NM_001431307",1.12973084414279,-1.14884244515736,0.00881902960535613,0.0170549625399159
"ENSRNOG00000035636","ENSRNOG00000035636.1",85,"100313990","Mirlet7b","NR_031802",1.17783481347432,-0.94531652699141,0.00914014698832331,0.017619437965255
"ENSRNOG00000008447","ENSRNOG00000008447.6",3429,"288750","Tmem132d","NM_198727",1.36183764231593,-1.03416222227859,0.00931539943130917,0.0179198970050882
"ENSRNOG00000042851","ENSRNOG00000042851.3",387,NA,NA,NA,1.06639203938946,-0.52533495681014,0.0102394440201618,0.0195106723330845
"ENSRNOG00000002922","ENSRNOG00000002922.3",1849,"29316","Adora2b","NM_017161",1.40117555976014,-0.601569313749732,0.0105669155149877,0.0200355192423125
"ENSRNOG00000057242","ENSRNOG00000057242.1",107,NA,NA,NA,1.31370415074671,-1.33579327012684,0.0108610140279335,0.0205481848366907
"ENSRNOG00000010410","ENSRNOG00000010410.6",1670,"24794","Serpina3c","NM_012657",1.19271568803382,-1.01029502064799,0.0117096170141539,0.0219529587943516
"ENSRNOG00000046711","ENSRNOG00000046711.1",5130,NA,NA,NA,1.2821740442536,-0.697225600762301,0.0122251570005415,0.0228330293217712
"ENSRNOG00000059148","ENSRNOG00000059148.1",70,NA,NA,NA,1.08933367769587,-1.00122625190471,0.0127823610954819,0.0237808177976062
"ENSRNOG00000025948","ENSRNOG00000025948.5",2977,"289399","Inava","NM_001134502",1.17507535615279,-0.624056184415002,0.0134779547158984,0.0249410523466652
"ENSRNOG00000016835","ENSRNOG00000016835.5",3527,"25276","Sycp1","NM_012810",1.09131890161515,-1.05706485619136,0.015203521186264,0.0278112703161847
"ENSRNOG00000055977","ENSRNOG00000055977.1",435,NA,NA,NA,1.07661524079679,-0.797689405581076,0.0164148116379889,0.0297872969305077
"ENSRNOG00000055120","ENSRNOG00000055120.1",106,"120101169","Rnu6-173","XR_005501566",1.1821480276114,-0.374958744926844,0.017679780711477,0.0318369242478137
"ENSRNOG00000054783","ENSRNOG00000054783.1",435,NA,NA,NA,1.01007614084866,-0.785248774988697,0.0226903293458749,0.0399515781116599
"ENSRNOG00000032148","ENSRNOG00000032148.3",474,"498523","Rpl23al4","XM_063274867",1.32639054488723,0.775682006566126,0.0247557356785561,0.043231328813138
"ENSRNOG00000006867","ENSRNOG00000006867.7",6906,"362733","Etv1","NM_001108709",-4.92587775425844,5.51268147426679,0,0
"ENSRNOG00000019648","ENSRNOG00000019648.8",10988,"367313","Col6a3","NM_001109008",-4.56409112064205,5.04974494390764,0,0
"ENSRNOG00000005861","ENSRNOG00000005861.6",4499,"25116","Hsd11b1","NM_001429463",-4.19046340434191,4.42857150788046,0,0
"ENSRNOG00000021201","ENSRNOG00000021201.7",2757,"117514","Txnip","NM_001008767",-4.11793449721894,6.72374391907899,0,0
"ENSRNOG00000024728","ENSRNOG00000024728.6",2885,"306279","Arhgap22","NM_001107297",-3.92858226008258,4.99429622646791,0,0
"ENSRNOG00000001785","ENSRNOG00000001785.5",3897,"303828","Etv5","NM_001107082",-3.47669501542167,4.98035871210757,0,0
"ENSRNOG00000013851","ENSRNOG00000013851.3",4756,"291610","Spry4","NM_001106150",-3.46806067553517,4.42160635253422,0,0
"ENSRNOG00000009734","ENSRNOG00000009734.4",2472,"296972","Akr1b10","NM_001013084",-2.79775160558641,7.43867937758332,0,0
"ENSRNOG00000003031","ENSRNOG00000003031.7",8531,"29600","Atp2b4","NM_001005871",-2.24974972183347,6.58459189613675,4.44753623655321e-309,4.11070949223825e-306
"ENSRNOG00000009946","ENSRNOG00000009946.7",4725,"300438","Ldlr","NM_175762",-3.23073264495925,5.46817871107546,1.38781681103197e-293,1.2025432667592e-290
"ENSRNOG00000012216","ENSRNOG00000012216.7",2670,"116487","Tgfbi","NM_053802",-3.78615347583327,3.55705465258027,2.1619048581923e-289,1.76309699729283e-286
"ENSRNOG00000020792","ENSRNOG00000020792.6",2420,"360635","Etv4","NM_001108299",-5.9914369247911,3.5955464486898,6.81558174639669e-282,5.24951251844687e-279
"ENSRNOG00000006604","ENSRNOG00000006604.3",1328,"24832","Thy1","NM_012673",-2.26071216895775,6.39476114363435,1.26439279767407e-278,9.22607460365965e-276
"ENSRNOG00000050431","ENSRNOG00000050431.3",2341,NA,NA,NA,-3.19475217400401,6.5402964427678,4.37119099318833e-274,3.03010959647815e-271
"ENSRNOG00000004110","ENSRNOG00000004110.7",2678,"313974","Trib2","NM_001108015",-3.50388940708969,4.43890086249393,2.18950289046648e-272,1.44548895587749e-269
"ENSRNOG00000012772","ENSRNOG00000012772.5",1579,"24314","Nqo1","NM_017000",-2.81312989014213,6.81448998416656,2.70642473592472e-253,1.50087490155441e-250
"ENSRNOG00000015410","ENSRNOG00000015410.5",1525,"306805","Aspn","NM_001014008",-3.15118076480257,6.35178314052898,3.7181592320714e-252,1.98263690743992e-249
"ENSRNOG00000060949","ENSRNOG00000060949.1",1929,"306283","Anxa8","NM_001031654",-3.56363870958767,5.00859535461334,3.01101923785972e-243,1.54610261902545e-240
"ENSRNOG00000001254","ENSRNOG00000001254.6",3695,"361821","Col6a2","NM_001100741",-4.64345530052291,3.07321101503174,3.27441266436524e-227,1.46440184447612e-224
"ENSRNOG00000004610","ENSRNOG00000004610.4",2015,"81682","Lum","NM_031050",-2.16868002894637,7.63817047111816,8.87750830283355e-223,3.84618047220264e-220
"ENSRNOG00000058470","ENSRNOG00000058470.1",10599,"25683","Col12a1","NM_013142",-1.96544940410281,9.1944779418478,6.6360050014842e-206,2.62861638115934e-203
"ENSRNOG00000023896","ENSRNOG00000023896.4",2754,"116663","Dusp6","NM_053883",-3.14254541084151,5.48387784385734,1.31702448574595e-202,4.93492634334644e-200
"ENSRNOG00000002667","ENSRNOG00000002667.7",5712,"192362","Lamc2","NM_001100640",-3.279788408727,4.30612129499981,7.59297296011245e-200,2.77023623997366e-197
"ENSRNOG00000014504","ENSRNOG00000014504.6",3951,"25663","Il1r1","NM_001412593",-2.10554883110859,6.02186242684949,1.88169010419726e-196,6.68916707810023e-194
"ENSRNOG00000011245","ENSRNOG00000011245.6",2285,"293947","Arhgap18","NM_001106354",-2.09321649797496,4.98469621074147,1.64255167735824e-186,5.55422840363284e-184
"ENSRNOG00000013484","ENSRNOG00000013484.5",1453,"24421","Gsta1","NM_031509",-2.07433034996418,6.5282331653173,4.07690656268453e-185,1.34576744250139e-182
"ENSRNOG00000014867","ENSRNOG00000014867.7",4147,"499702","Synpo2","NM_001191963",-2.26373052950839,4.83168797280148,7.46005674705795e-185,2.40526108700492e-182
"ENSRNOG00000046468","ENSRNOG00000046468.1",3001,"25652","Ptgfr","NM_013115",-3.22528774027582,3.76478486106584,7.2926517081682e-183,2.29784825641009e-180
"ENSRNOG00000004019","ENSRNOG00000004019.3",1811,"29380","Phlda1","NM_017180",-1.67288633941241,6.7089968741983,1.02045938063463e-179,3.01013805385502e-177
"ENSRNOG00000016552","ENSRNOG00000016552.6",3220,"29637","Hmgcs1","NM_017268",-2.34099472901366,6.99958640824791,4.43360658848534e-177,1.25443921924002e-174
"ENSRNOG00000013064","ENSRNOG00000013064.8",7406,"362558","Lrp8","NM_001427454",-2.45865632958269,3.83136239480111,1.05456118700679e-175,2.92408725933244e-173
"ENSRNOG00000002555","ENSRNOG00000002555.4",1143,"117092","Serpinb7","NM_130404",-4.66765123513018,3.17202849045962,3.52221953347824e-169,9.0429725207671e-167
"ENSRNOG00000058006","ENSRNOG00000058006.1",770,"64347","Sncg","NM_031688",-3.18382455611726,3.56060909814498,8.07133872029523e-160,1.89662779691819e-157
"ENSRNOG00000013552","ENSRNOG00000013552.6",4475,"246074","Scd","NM_139192",-3.29781345226419,3.48403968632938,1.54538765197991e-159,3.57087573450825e-157
"ENSRNOG00000009550","ENSRNOG00000009550.7",2726,"29230","Sqle","NM_017136",-1.50948839117281,6.61374755312887,3.46187519440883e-158,7.74119962827162e-156
"ENSRNOG00000003869","ENSRNOG00000003869.3",1728,"25352","Sod3","NM_012880",-1.89869069662944,5.5138277549084,6.49365817687282e-158,1.42901709466928e-155
"ENSRNOG00000011421","ENSRNOG00000011421.7",3042,"298500","Smap2","NM_001100669",-1.45074169446556,6.49239559352862,5.60474739766997e-156,1.21412840502026e-153
"ENSRNOG00000003722","ENSRNOG00000003722.5",4026,"498267","Styxl2","NM_001191929",-3.09604809790582,4.77921421961126,3.30712992740023e-154,7.05385374053489e-152
"ENSRNOG00000040287","ENSRNOG00000040287.4",5499,"25426","Cyp1b1","NM_012940",-2.51623132544067,5.04327742489871,2.37324066838518e-151,4.83861891566061e-149
"ENSRNOG00000013463","ENSRNOG00000013463.5",2527,"25472","Kcnj8","NM_017099",-2.06580162480376,4.56328950585468,5.11470314288669e-148,9.98735836239171e-146
"ENSRNOG00000006787","ENSRNOG00000006787.6",3865,"298298","Dhcr24","NM_001080148",-2.61130121484532,4.87781464422487,2.40498431237999e-147,4.56749349408715e-145
"ENSRNOG00000028545","ENSRNOG00000028545.4",17143,NA,NA,NA,-2.14139198146132,7.01769633633457,1.03048561105879e-144,1.85540941710637e-142
"ENSRNOG00000000047","ENSRNOG00000000047.4",1810,"83628","Cd82","NM_001429482",-2.29070910541057,4.6316831755292,2.58426453458281e-144,4.53522069714635e-142
"ENSRNOG00000055962","ENSRNOG00000055962.1",2426,"25181","Bgn","NM_017087",-1.15301865712954,11.4004276560632,1.12663965579481e-143,1.92836199851102e-141
"ENSRNOG00000019752","ENSRNOG00000019752.5",2115,"63997","Slc29a1","NM_001432780",-2.56668995811965,4.09290195676115,3.74875040112836e-142,6.18722328110042e-140
"ENSRNOG00000011821","ENSRNOG00000011821.4",653,"24615","S100a4","NM_012618",-2.15374268124524,8.30887284053173,2.12982736913855e-140,3.47387372302786e-138
"ENSRNOG00000004078","ENSRNOG00000004078.7",1429,"25438","Eno3","NM_012949",-2.34380495677573,4.51678205513124,1.43589485985848e-139,2.28818923414689e-137
"ENSRNOG00000011631","ENSRNOG00000011631.4",1096,"24373","Fst","NM_012561",-1.42816818270784,6.22737529854328,8.61258782683885e-139,1.35687406399198e-136
"ENSRNOG00000029330","ENSRNOG00000029330.4",2837,"302669","Car5b","NM_001005551",-2.7700524744421,3.65053454029929,2.99176454950517e-137,4.55800260597139e-135
"ENSRNOG00000019799","ENSRNOG00000019799.7",5288,NA,NA,NA,-1.37765330984742,6.42376046476992,4.31408067094386e-136,6.43122735720061e-134
"ENSRNOG00000007234","ENSRNOG00000007234.5",3341,"25427","Cyp51","NM_012941",-1.34738738505031,7.48667836151566,1.25411834853149e-131,1.79248420454027e-129
"ENSRNOG00000016177","ENSRNOG00000016177.6",3373,"364405","Scara3","NM_001108870",-2.33536026640059,3.7091665558724,1.12271181390594e-129,1.57225016040322e-127
"ENSRNOG00000021062","ENSRNOG00000021062.5",999,"60338","Fxyd5","NM_001270688",-3.13395660820876,3.95754637961606,1.44467611745936e-128,2.00289896924566e-126
"ENSRNOG00000011263","ENSRNOG00000011263.5",948,"361105","Plac9","NM_001108395",-2.92628860573784,5.1885204709262,7.56023040955326e-127,1.03777261780244e-124
"ENSRNOG00000014997","ENSRNOG00000014997.4",8787,"25151","Igf2r","NM_012756",-1.51398668261691,6.94384577611222,1.0166148391848e-121,1.31722879723907e-119
"ENSRNOG00000036960","ENSRNOG00000036960.5",7185,"25560","Abcc9","NM_013040",-1.8801348965497,5.80195096738204,2.27717888081261e-121,2.89640440399872e-119
"ENSRNOG00000003357","ENSRNOG00000003357.4",4765,"84032","Col3a1","NM_032085",-1.06554883147816,14.1237148571356,4.24599179585064e-121,5.35149365978848e-119
"ENSRNOG00000026951","ENSRNOG00000026951.4",1866,"301039","Susd5","NM_001399281",-1.30031154678512,6.670891680628,4.97358666879374e-121,6.21205455641049e-119
"ENSRNOG00000001229","ENSRNOG00000001229.6",5007,"85251","Col18a1","NM_053489",-1.8776211739982,4.65169071294675,3.53987239399894e-119,4.30498165529837e-117
"ENSRNOG00000030715","ENSRNOG00000030715.6",4880,"155012","Cfh","NM_130409",-5.07641176748735,2.09319981898211,9.91019157322297e-118,1.1947382258362e-115
"ENSRNOG00000011316","ENSRNOG00000011316.5",4023,"498533","Fam167a","NM_001109102",-2.00106780305385,3.98901308462678,3.67412474457448e-117,4.35368080844279e-115
"ENSRNOG00000017819","ENSRNOG00000017819.6",1698,"60350","Cd14","NM_021744",-2.17892887694505,4.15281299787705,2.95597611314571e-115,3.33184169371156e-113
"ENSRNOG00000046005","ENSRNOG00000046005.1",5046,"83792","Scd2","NM_031841",-1.21602044954362,8.47286733762096,8.23202302945376e-115,9.20393284518927e-113
"ENSRNOG00000019638","ENSRNOG00000019638.7",3213,"60374","Lmna","NM_001002016",-1.15082224393927,9.05576177764528,7.95407550048471e-114,8.8220242190976e-112
"ENSRNOG00000038916","ENSRNOG00000038916.4",2742,"679937","Dram1","NM_001173427",-1.67878655326327,5.10599224630591,1.98498604779967e-113,2.18411480688053e-111
"ENSRNOG00000018384","ENSRNOG00000018384.6",2996,"679837","Adam12","NM_001427293",-2.09318642627439,5.42637976789262,3.69371000305927e-112,4.00074964706357e-110
"ENSRNOG00000002050","ENSRNOG00000002050.4",1102,"289560","Igfbp7","NM_001013048",-1.45411822557812,7.92759847517728,1.15819825990371e-111,1.23517389810039e-109
"ENSRNOG00000058329","ENSRNOG00000058329.1",1227,"113931","Prrx2","NM_001105739",-1.69025037590499,5.75984784443834,2.91215313687951e-109,3.05864326437103e-107
"ENSRNOG00000003172","ENSRNOG00000003172.6",1548,"287526","Serpinf1","NM_177927",-1.2831862516533,8.42703328425138,4.82905948650212e-109,5.03384065570416e-107
"ENSRNOG00000027784","ENSRNOG00000027784.4",2573,"308843","Tsku","NM_001009965",-1.97221646758025,4.04315589688186,1.99744877222451e-108,2.05130590949041e-106
"ENSRNOG00000014603","ENSRNOG00000014603.5",1568,"305941","Sgcg","NM_001006993",-1.40874941978844,6.20170636172952,2.50408339827167e-108,2.55269207600282e-106
"ENSRNOG00000020525","ENSRNOG00000020525.4",6052,"60379","Col5a3","NM_021760",-2.61775404178244,6.72158611447905,3.46004230327902e-108,3.50146178778543e-106
"ENSRNOG00000005067","ENSRNOG00000005067.5",3538,"298765","Zfp36l2","NM_001036626",-1.51589922695138,7.10971932105425,5.64584875489006e-107,5.55135086083659e-105
"ENSRNOG00000004400","ENSRNOG00000004400.5",1900,"25107","Avpr1a","NM_053019",-1.21583989699419,5.81188195786497,5.77752445019423e-106,5.6408168294009e-104
"ENSRNOG00000011292","ENSRNOG00000011292.6",4475,"84352","Col1a2","NM_053356",-1.09140563370112,14.5597756986789,4.47581009851075e-105,4.33934483956315e-103
"ENSRNOG00000045779","ENSRNOG00000045779.2",1803,"100911832","Rtl5","NM_001401244",-3.76041337136394,2.09002263115012,8.63041957798334e-105,8.30917618258063e-103
"ENSRNOG00000057367","ENSRNOG00000057367.1",2867,"24399","Glud1","NM_012570",-1.00399573593011,7.87136230928497,1.65359871686461e-104,1.5810684559042e-102
"ENSRNOG00000051372","ENSRNOG00000051372.1",2610,"298894","Mycn","NM_001013096",-1.12640805771968,5.74439972417152,6.73678741304937e-102,6.2683772278199e-100
"ENSRNOG00000047699","ENSRNOG00000047699.2",1962,"25554","Snai2","NM_013035",-1.14007303223629,6.26855030885806,4.06079060280589e-101,3.70386848140138e-99
"ENSRNOG00000028504","ENSRNOG00000028504.3",4233,"500616","Socs5","NM_001109274",-1.1706133489014,5.51458081572738,7.27384449111759e-101,6.59114902123231e-99
"ENSRNOG00000029079","ENSRNOG00000029079.5",2006,"50565","Hspb7","NM_031607",-2.40938857826505,4.31434128039844,8.85092876724639e-101,7.9681348330587e-99
"ENSRNOG00000000239","ENSRNOG00000000239.4",850,"287561","Ccl7","NM_001007612",-4.37723504849054,1.96819792291155,1.44072774083337e-100,1.28866125154283e-98
"ENSRNOG00000031612","ENSRNOG00000031612.3",2773,"192268","Gls2","NM_001270786",-1.44847754296156,4.64512124129443,1.51681347677127e-100,1.34801936166391e-98
"ENSRNOG00000012081","ENSRNOG00000012081.6",315,"116484","Txn1","NM_053800",-1.28016960289564,7.74448943670105,3.15347750027728e-100,2.7847014053404e-98
"ENSRNOG00000052925","ENSRNOG00000052925.1",4597,NA,NA,NA,-1.11736486512912,14.5649850550029,4.6769161845764e-100,4.07803559641303e-98
"ENSRNOG00000014205","ENSRNOG00000014205.2",1056,NA,NA,NA,-2.35385082218537,4.09720935897578,1.07421164239008e-99,9.30804388131008e-98
"ENSRNOG00000003720","ENSRNOG00000003720.6",862,"266813","Prrx1","NM_153821",-1.27394473893182,5.78300316633193,1.11068377708062e-99,9.56429806549422e-98
"ENSRNOG00000004367","ENSRNOG00000004367.6",3818,"362871","Elk3","NM_001108743",-1.05374209208264,6.59743013616189,2.23559174523112e-97,1.90148735925671e-95
"ENSRNOG00000008529","ENSRNOG00000008529.3",1266,"311547","Foxs1","NM_001012091",-2.62983979511334,3.03608717814445,3.67029840866157e-97,3.10274494741976e-95
"ENSRNOG00000050223","ENSRNOG00000050223.2",4944,"207119","Rin1","NM_139038",-1.96774428080609,4.73181191498125,6.99580764831972e-97,5.87817437795785e-95
"ENSRNOG00000018570","ENSRNOG00000018570.5",1920,"294806","C1qtnf3","NM_001134436",-1.8990170040756,4.98386133714015,1.97843496008947e-96,1.65235074016147e-94
"ENSRNOG00000054218","ENSRNOG00000054218.1",5305,"373540","Il18rap","NM_184047",-2.27696764368146,3.42551316368946,8.09833283270498e-96,6.72307104147436e-94
"ENSRNOG00000008173","ENSRNOG00000008173.5",2921,"315427","Sesn3","NM_001108125",-1.65446612121804,6.25644320887968,3.00686380243353e-94,2.46669584360583e-92
"ENSRNOG00000017123","ENSRNOG00000017123.5",1827,"24223","B2m","NM_012512",-1.06207864273425,9.73089304466265,1.71706576124002e-93,1.40031763022539e-91
"ENSRNOG00000032788","ENSRNOG00000032788.5",6788,"312492","Dysf","NM_001107869",-1.35316121124913,6.03549793992877,7.55216125365697e-93,6.08739323376164e-91
"ENSRNOG00000005695","ENSRNOG00000005695.5",676,"25333","Mgp","NM_012862",-3.30874117078395,3.36244534207277,1.30758732489367e-92,1.04788385389167e-90
"ENSRNOG00000001958","ENSRNOG00000001958.5",2548,"303968","Ift57","NM_001107093",-1.17976278723504,5.94903277801304,2.26364734459648e-91,1.77306253025343e-89
"ENSRNOG00000031475","ENSRNOG00000031475.4",5241,"366474","Col16a1","NM_001015033",-1.52401119839204,6.92570932865757,4.98269713741142e-91,3.859224196261e-89
"ENSRNOG00000012721","ENSRNOG00000012721.6",5077,"24326","Ednra","NM_012550",-1.5668960454263,5.24206322981868,9.57978911632295e-91,7.33780090103322e-89
"ENSRNOG00000005386","ENSRNOG00000005386.8",5372,"60427","Kitlg","NM_021843",-1.45591915831124,7.00714387129869,2.97592388436997e-90,2.26693454576402e-88
"ENSRNOG00000029212","ENSRNOG00000029212.6",11553,"114122","Vcan","NM_001170558",-1.31333645601698,8.90646987239443,3.71953325774294e-90,2.81790213581137e-88
"ENSRNOG00000005931","ENSRNOG00000005931.6",1908,"58952","Cpq","NM_031640",-1.02008389339353,7.59054996080802,5.71159404073305e-90,4.28029944760665e-88
"ENSRNOG00000010645","ENSRNOG00000010645.5",1086,"83781","Lgals3","NM_031832",-2.15990755504712,3.40776271280975,1.07567835344514e-86,7.84905510113868e-85
"ENSRNOG00000005413","ENSRNOG00000005413.5",2640,"362165","Creb3l1","NM_001005562",-1.04941973130112,7.65916681959066,1.99832322374436e-85,1.43547943906693e-83
"ENSRNOG00000028198","ENSRNOG00000028198.5",4321,"58838","Sh2b3","NM_001402348",-1.30529115771742,4.80402984695357,5.69227588405341e-84,3.98574307356144e-82
"ENSRNOG00000003905","ENSRNOG00000003905.6",3768,"60355","Nsf","NM_021748",-1.0936805390255,5.73657100185426,2.08769117904948e-83,1.4399875873802e-81
"ENSRNOG00000002272","ENSRNOG00000002272.5",3081,"360926","Lnx1","NM_001108358",-1.60610335095099,4.0845090662188,1.74438775018372e-82,1.1854995964974e-80
"ENSRNOG00000001065","ENSRNOG00000001065.7",3921,"116693","Cyth3","NM_053912",-1.07921485542473,5.42247697210396,2.25146480503883e-82,1.51525767267274e-80
"ENSRNOG00000004807","ENSRNOG00000004807.6",2177,"79119","Arf2","NM_024150",-1.28819845836007,5.04380555938992,2.70333744315569e-82,1.81058310685558e-80
"ENSRNOG00000016122","ENSRNOG00000016122.4",4305,"25675","Hmgcr","NM_013134",-1.26768952298133,5.81399227099233,5.83046870408489e-81,3.83097716177407e-79
"ENSRNOG00000004049","ENSRNOG00000004049.7",1865,"117542","Baiap2","NM_057196",-1.78886878241911,4.65252591660755,1.65267629400112e-80,1.07068710934727e-78
"ENSRNOG00000038686","ENSRNOG00000038686.4",2191,"302671","Ap1s2","NM_001127531",-1.07166530835911,5.73647103508455,3.03303077070532e-80,1.9558110979097e-78
"ENSRNOG00000020552","ENSRNOG00000020552.2",1663,"25445","Fosl1","NM_012953",-3.96282925644723,2.46080308627129,3.24408695429452e-80,2.08222321918237e-78
"ENSRNOG00000020652","ENSRNOG00000020652.4",2140,"59086","Tgfb1","NM_021578",-1.26478534486365,5.48449419878382,6.50893815243053e-80,4.13944580483013e-78
"ENSRNOG00000045649","ENSRNOG00000045649.2",1678,"309945","Arrdc3","NM_001007797",-1.46637818062955,5.47770451287407,8.48043208107722e-80,5.36861691196597e-78
"ENSRNOG00000011582","ENSRNOG00000011582.5",3769,"140665","Rab3d","NM_080580",-1.2574850466858,5.01085965744303,1.40697060646191e-79,8.86647294908542e-78
"ENSRNOG00000016207","ENSRNOG00000016207.4",1979,"79214","Galnt1","NM_024373",-1.12109282985799,7.02572420234208,1.87194660305349e-79,1.17432885541781e-77
"ENSRNOG00000015078","ENSRNOG00000015078.7",700,"361673","Ifitm3","NM_001136124",-1.6727192164282,6.74420392632435,2.44435215638753e-79,1.52650893225931e-77
"ENSRNOG00000054549","ENSRNOG00000054549.1",4514,"81681","Lss","NM_031049",-1.45726911058588,4.80462140668887,2.85404526641569e-79,1.77437146069897e-77
"ENSRNOG00000017671","ENSRNOG00000017671.8",4662,"29372","Rasa3","NM_031574",-1.05271805861548,5.01811247717092,5.65770517366576e-77,3.45543720386353e-75
"ENSRNOG00000028650","ENSRNOG00000028650.7",3741,"362790","Inf2","NM_001427264",-1.53178801503281,6.31088455160819,6.42742907446893e-77,3.90832792493146e-75
"ENSRNOG00000004861","ENSRNOG00000004861.7",3270,"311144","Itga4","NM_001107737",-1.79005363111361,4.37197992049921,1.32633984697178e-76,7.9949459297464e-75
"ENSRNOG00000051307","ENSRNOG00000051307.1",3937,NA,NA,NA,-3.2365204431604,2.44620447855995,3.54482347243348e-76,2.10924603527115e-74
"ENSRNOG00000021314","ENSRNOG00000021314.4",3158,"29580","Fdft1","NM_019238",-1.22017358960235,5.28916908898905,4.61818847285444e-76,2.73617799092538e-74
"ENSRNOG00000018690","ENSRNOG00000018690.7",2494,"308118","Rgs17","NM_001107459",-1.93444697661342,3.05269689976502,6.90217972942151e-76,4.07199233058297e-74
"ENSRNOG00000010298","ENSRNOG00000010298.6",1116,"289754","Xbp1","NM_001004210",-1.25368019152234,5.48305467115988,1.16819416062832e-75,6.8336893852114e-74
"ENSRNOG00000043377","ENSRNOG00000043377.4",3011,"83791","Fdps","NM_031840",-1.42978094428572,6.62429663849777,2.40824355484297e-75,1.40285246404802e-73
"ENSRNOG00000018237","ENSRNOG00000018237.4",769,"24426","Gstp1","NM_012577",-1.31211226834347,8.16639415041769,2.79523651165095e-75,1.62147108776271e-73
"ENSRNOG00000000599","ENSRNOG00000000599.7",5947,"309816","Lama4","NM_001107635",-1.52065720648661,6.43231777509101,3.06291868508843e-74,1.73323692449249e-72
"ENSRNOG00000014230","ENSRNOG00000014230.6",11197,"25152","Map1a","NM_030995",-1.1221423262777,6.65649919377232,3.95256672096174e-74,2.22757662680543e-72
"ENSRNOG00000018971","ENSRNOG00000018971.5",2471,"362833","Mob3a","NM_001108734",-1.07893005074444,4.95795395935608,1.05793042566519e-73,5.93811636494827e-72
"ENSRNOG00000009225","ENSRNOG00000009225.7",914,"360611","Copz2","NM_001108294",-1.03002008141286,5.78951444607857,1.89953287054051e-71,1.03681589437691e-69
"ENSRNOG00000015085","ENSRNOG00000015085.8",2777,"308405","Dmpk","NM_001107484",-1.6364606426512,6.31532198088649,4.81924711091447e-71,2.60992351350462e-69
"ENSRNOG00000057814","ENSRNOG00000057814.1",2983,"309262","Nsdhl","NM_001009399",-1.32946019739148,4.78575182126024,2.40050828308082e-70,1.26542383409249e-68
"ENSRNOG00000006766","ENSRNOG00000006766.6",1845,"315047","Laptm4b","NM_001013174",-1.20456796034962,6.47124976656294,4.26028973152057e-70,2.23729760749247e-68
"ENSRNOG00000015727","ENSRNOG00000015727.5",2953,"309380","Loxl4","NM_001107592",-1.56788821183805,4.4224564130396,1.19690642545926e-69,6.23831228667939e-68
"ENSRNOG00000014320","ENSRNOG00000014320.5",2554,"29200","Inhba","NM_017128",-1.35604204945932,6.4404771133279,3.46122200370845e-68,1.77727340220052e-66
"ENSRNOG00000004823","ENSRNOG00000004823.8",5901,"366608","Dock4","NM_001427091",-1.34929688822672,5.14200393533146,4.52669578672951e-68,2.31579743126266e-66
"ENSRNOG00000051922","ENSRNOG00000051922.1",4644,NA,NA,NA,-1.26108221105931,5.68042453434856,1.08812261895631e-67,5.52590915355688e-66
"ENSRNOG00000008713","ENSRNOG00000008713.6",4470,"362861","Slc41a2","NM_001108742",-1.07225550605387,4.91082627060157,2.04219737523781e-67,1.03332205876996e-65
"ENSRNOG00000020922","ENSRNOG00000020922.6",1310,"192245","Hspb6","NM_138887",-1.39418005789592,4.29710229080737,4.68847550616659e-67,2.34660737969291e-65
"ENSRNOG00000008215","ENSRNOG00000008215.5",2198,"690374","Trim47","NM_001109585",-1.94724069136355,4.43739815049526,6.05147182394433e-67,3.017899473639e-65
"ENSRNOG00000008915","ENSRNOG00000008915.7",3445,"690195","Prima1","NM_001108721",-1.64122231856344,3.41580372144164,9.70899354938575e-67,4.80733880602443e-65
